concept:name,case:concept:name,time:timestamp
a54,1,2024-06-07 21:34:25.493914+00:00
a53,1,2024-07-26 13:18:19.085596+00:00
a71,1,2024-07-26 13:18:20.130920+00:00
a56,1,2024-07-26 13:18:21.077564+00:00
a33,1,2024-07-26 13:18:21.082564+00:00
a86,1,2024-07-26 13:18:35.488842+00:00
a30,1,2024-07-26 13:18:35.533308+00:00
a54,1,2024-07-26 13:21:02.950822+00:00
a73,1,2024-07-26 13:21:09.007261+00:00
a72,1,2024-07-26 13:21:14.638341+00:00
a2,1,2024-07-26 13:21:43.744019+00:00
a1,1,2024-07-26 13:21:47.038443+00:00
a6,1,2024-07-26 13:21:51.085578+00:00
a55,1,2024-07-26 13:21:51.090578+00:00
a34,1,2024-07-26 13:21:52.235627+00:00
a33,1,2024-07-26 13:21:52.245627+00:00
a86,1,2024-07-26 13:21:56.426925+00:00
a54,1,2024-07-26 13:21:56.431925+00:00
a53,1,2024-07-26 13:22:23.660251+00:00
a71,1,2024-07-26 13:23:49.924762+00:00
a56,1,2024-07-26 13:23:50.972946+00:00
a55,1,2024-07-26 13:23:51.967040+00:00
a34,1,2024-07-26 13:23:53.264210+00:00
a30,1,2024-07-26 13:23:53.269210+00:00
a54,1,2024-07-26 13:24:19.512731+00:00
a73,1,2024-07-26 13:26:48.469789+00:00
a72,1,2024-07-26 13:26:52.785836+00:00
a2,1,2024-07-26 13:27:08.171262+00:00
a1,1,2024-07-26 13:27:10.682804+00:00
a6,1,2024-07-26 13:27:13.095653+00:00
a54,1,2024-07-26 13:27:13.105653+00:00
a53,1,2024-07-26 13:27:40.333979+00:00
a71,1,2024-07-26 13:29:06.598490+00:00
a56,1,2024-07-26 13:29:07.646674+00:00
a33,1,2024-07-26 13:29:07.651674+00:00
a86,1,2024-07-26 13:29:11.832972+00:00
a30,1,2024-07-26 13:29:11.845751+00:00
a54,1,2024-07-26 13:29:38.089272+00:00
a73,1,2024-07-26 13:32:07.046330+00:00
a72,1,2024-07-26 13:32:11.362377+00:00
a2,1,2024-07-26 13:32:26.747803+00:00
a1,1,2024-07-26 13:32:29.259345+00:00
a6,1,2024-07-26 13:32:31.672194+00:00
a55,1,2024-07-26 13:32:31.677194+00:00
a34,1,2024-07-26 13:32:32.974364+00:00
a54,1,2024-07-26 13:32:32.984364+00:00
a33,1,2024-07-26 13:32:32.989364+00:00
a86,1,2024-07-26 13:32:37.170662+00:00
a30,1,2024-07-26 13:32:37.183441+00:00
a54,1,2024-07-26 13:33:03.426962+00:00
a73,1,2024-07-26 13:35:32.384020+00:00
a72,1,2024-07-26 13:35:36.700067+00:00
a2,1,2024-07-26 13:35:52.085493+00:00
a1,1,2024-07-26 13:35:54.597035+00:00
a6,1,2024-07-26 13:35:57.009884+00:00
a53,1,2024-07-26 13:35:57.014884+00:00
a71,1,2024-07-26 13:35:58.060208+00:00
a56,1,2024-07-26 13:35:59.006852+00:00
a55,1,2024-07-26 13:36:00.238702+00:00
a34,1,2024-07-26 13:36:01.383751+00:00
a54,1,2024-07-26 13:36:01.393751+00:00
a53,1,2024-09-13 05:19:54.985433+00:00
a71,1,2024-09-13 05:19:56.030757+00:00
a56,1,2024-09-13 05:19:56.977401+00:00
a33,1,2024-09-13 05:19:56.982401+00:00
a86,1,2024-09-13 05:20:01.163699+00:00
a30,1,2024-09-13 05:20:01.176478+00:00
a54,1,2024-09-13 05:20:27.419999+00:00
a73,1,2024-09-13 05:22:56.377057+00:00
a72,1,2024-09-13 05:23:00.693104+00:00
a2,1,2024-09-13 05:23:16.078530+00:00
a1,1,2024-09-13 05:23:18.590072+00:00
a6,1,2024-09-13 05:23:21.002921+00:00
a55,1,2024-09-13 05:23:21.007921+00:00
a34,1,2024-09-13 05:23:22.152970+00:00
a33,1,2024-09-13 05:23:22.162970+00:00
a86,1,2024-09-13 05:23:26.344268+00:00
a30,1,2024-09-13 05:23:26.357047+00:00
a54,1,2024-09-13 05:23:52.600568+00:00
a73,1,2024-09-13 05:26:21.557626+00:00
a72,1,2024-09-13 05:26:25.873673+00:00
a2,1,2024-09-13 05:26:41.259099+00:00
a54,1,2024-09-13 05:26:41.264099+00:00
a53,1,2024-10-31 21:10:34.855781+00:00
a71,1,2024-10-31 21:10:35.901105+00:00
a56,1,2024-10-31 21:10:36.847749+00:00
a55,1,2024-10-31 21:10:38.079599+00:00
a34,1,2024-10-31 21:10:39.224648+00:00
a1,1,2024-10-31 21:10:39.229648+00:00
a6,1,2024-10-31 21:10:41.642497+00:00
a54,1,2024-10-31 21:10:41.652497+00:00
a53,1,2024-12-19 12:54:35.244179+00:00
a71,1,2024-12-19 12:54:36.289503+00:00
a56,1,2024-12-19 12:54:37.236147+00:00
a55,1,2024-12-19 12:54:38.467997+00:00
a33,1,2024-12-19 12:54:38.472997+00:00
a86,1,2024-12-19 12:54:52.879275+00:00
a30,1,2024-12-19 12:54:52.923741+00:00
a54,1,2024-12-19 12:57:20.341255+00:00
a73,1,2024-12-19 12:57:26.397694+00:00
a72,1,2024-12-19 12:57:32.028774+00:00
a2,1,2024-12-19 12:58:01.134452+00:00
a1,1,2024-12-19 12:58:04.428876+00:00
a6,1,2024-12-19 12:58:08.476011+00:00
a34,1,2024-12-19 12:58:08.481011+00:00
a33,1,2024-12-19 12:58:08.491011+00:00
a86,1,2024-12-19 12:58:12.672309+00:00
a54,1,2024-12-19 12:58:12.677309+00:00
a53,1,2024-12-19 12:58:39.905635+00:00
a71,1,2024-12-19 13:00:06.170146+00:00
a56,1,2024-12-19 13:00:07.218330+00:00
a55,1,2024-12-19 13:00:08.212424+00:00
a34,1,2024-12-19 13:00:09.509594+00:00
a30,1,2024-12-19 13:00:09.514594+00:00
a54,1,2024-12-19 13:00:35.758115+00:00
a73,1,2024-12-19 13:03:04.715173+00:00
a72,1,2024-12-19 13:03:09.031220+00:00
a2,1,2024-12-19 13:03:24.416646+00:00
a1,1,2024-12-19 13:03:26.928188+00:00
a6,1,2024-12-19 13:03:29.341037+00:00
a54,1,2024-12-19 13:03:29.351037+00:00
a33,1,2024-12-19 13:03:29.356037+00:00
a86,1,2024-12-19 13:03:43.762315+00:00
a30,1,2024-12-19 13:03:43.806781+00:00
a54,1,2024-12-19 13:06:11.224295+00:00
a73,1,2024-12-19 13:06:17.280734+00:00
