concept:name,case:concept:name,time:timestamp
a87,1,2024-06-07 21:34:25.493914+00:00
a88,1,2024-06-07 21:34:25.494401+00:00
a70,1,2024-06-07 21:34:25.499401+00:00
a29,1,2024-06-07 21:34:29.664185+00:00
a29,1,2024-06-07 21:39:27.714963+00:00
a52,1,2024-06-07 21:39:41.645623+00:00
a52,1,2024-06-07 21:39:48.086786+00:00
a63,1,2024-06-07 21:39:52.751451+00:00
a59,1,2024-06-07 21:40:03.196402+00:00
a60,1,2024-06-07 21:40:46.068859+00:00
a52,1,2024-06-07 21:42:21.208560+00:00
a64,1,2024-06-07 21:42:25.867837+00:00
a52,1,2024-06-07 21:42:26.312066+00:00
a64,1,2024-06-07 21:42:38.096275+00:00
a8,1,2024-06-07 21:43:50.052284+00:00
a8,1,2024-06-07 21:43:50.362138+00:00
a35,1,2024-06-07 21:43:50.647445+00:00
a68,1,2024-06-07 21:44:06.836261+00:00
a78,1,2024-06-07 21:44:52.807309+00:00
a79,1,2024-06-07 21:45:13.118040+00:00
a79,1,2024-06-07 21:45:13.585248+00:00
a23,1,2024-06-07 21:45:17.515807+00:00
a82,1,2024-06-07 21:45:17.781293+00:00
a39,1,2024-06-07 21:45:18.402528+00:00
a58,1,2024-06-07 21:45:33.465095+00:00
a40,1,2024-06-07 21:45:42.308544+00:00
a57,1,2024-06-07 21:45:51.759970+00:00
a29,1,2024-06-07 21:45:55.087937+00:00
a39,1,2024-06-07 21:46:24.255737+00:00
a61,1,2024-06-07 21:47:10.014388+00:00
a61,1,2024-06-07 21:47:25.107467+00:00
a61,1,2024-06-07 21:48:17.910618+00:00
a61,1,2024-06-07 21:48:25.084776+00:00
a52,1,2024-06-07 21:48:33.518011+00:00
a52,1,2024-06-07 21:48:50.301254+00:00
a52,1,2024-06-07 21:49:08.948969+00:00
a58,1,2024-06-07 21:49:25.067314+00:00
a66,1,2024-06-07 21:51:10.002175+00:00
a47,1,2024-06-07 21:51:11.709791+00:00
a29,1,2024-06-07 21:51:16.387536+00:00
a62,1,2024-06-07 21:55:40.976198+00:00
a29,1,2024-06-07 21:55:46.047941+00:00
a29,1,2024-06-07 21:56:02.148571+00:00
a48,1,2024-06-07 21:56:34.195288+00:00
a29,1,2024-06-07 21:56:35.711903+00:00
a65,1,2024-06-07 21:56:35.716903+00:00
a49,1,2024-06-07 21:57:33.003758+00:00
a80,1,2024-06-07 21:57:34.635807+00:00
a8,1,2024-06-07 21:57:42.161559+00:00
a48,1,2024-06-07 21:57:42.401164+00:00
a70,1,2024-06-07 21:57:42.411164+00:00
a29,1,2024-06-07 21:57:46.703961+00:00
a29,1,2024-06-07 21:58:19.341155+00:00
a52,1,2024-06-07 21:58:34.560667+00:00
a52,1,2024-06-07 21:59:00.527528+00:00
a63,1,2024-06-07 21:59:06.000157+00:00
a59,1,2024-06-07 21:59:14.123571+00:00
a60,1,2024-06-07 21:59:42.199279+00:00
a52,1,2024-06-07 21:59:57.974660+00:00
a64,1,2024-06-07 22:00:03.119319+00:00
a52,1,2024-06-07 22:00:03.799118+00:00
a64,1,2024-06-07 22:00:07.721384+00:00
a8,1,2024-06-07 22:01:05.741924+00:00
a8,1,2024-06-07 22:01:06.141569+00:00
a35,1,2024-06-07 22:01:06.470014+00:00
a68,1,2024-06-07 22:01:22.211490+00:00
a78,1,2024-06-07 22:01:25.844775+00:00
a79,1,2024-06-07 22:01:46.797601+00:00
a79,1,2024-06-07 22:01:47.709523+00:00
a23,1,2024-06-07 22:01:52.827550+00:00
a82,1,2024-06-07 22:01:53.860515+00:00
a39,1,2024-06-07 22:01:55.003735+00:00
a58,1,2024-06-07 22:02:11.323470+00:00
a40,1,2024-06-07 22:02:43.739698+00:00
a57,1,2024-06-07 22:02:54.226171+00:00
a29,1,2024-06-07 22:03:02.131958+00:00
a39,1,2024-06-07 22:03:18.252527+00:00
a61,1,2024-06-07 22:03:26.656632+00:00
a61,1,2024-06-07 22:03:41.022965+00:00
a61,1,2024-06-07 22:04:15.994441+00:00
a61,1,2024-06-07 22:04:18.037475+00:00
a52,1,2024-06-07 22:04:26.758972+00:00
a52,1,2024-06-07 22:04:30.704348+00:00
a52,1,2024-06-07 22:04:53.231673+00:00
a58,1,2024-06-07 22:05:03.154933+00:00
a66,1,2024-06-07 22:05:54.902209+00:00
a87,1,2024-06-07 22:05:54.907209+00:00
a88,1,2024-06-07 22:05:54.910226+00:00
a65,1,2024-06-07 22:05:55.959752+00:00
a49,1,2024-06-07 22:05:57.050470+00:00
a80,1,2024-06-07 22:05:58.553724+00:00
a8,1,2024-06-07 22:06:03.226055+00:00
a48,1,2024-06-07 22:06:03.271777+00:00
a47,1,2024-06-07 22:06:03.276777+00:00
a29,1,2024-06-07 22:06:08.111715+00:00
a62,1,2024-06-07 22:07:36.321226+00:00
a29,1,2024-06-07 22:07:41.664548+00:00
a29,1,2024-06-07 22:07:57.861194+00:00
a48,1,2024-06-07 22:08:03.372021+00:00
a29,1,2024-06-07 22:08:04.674164+00:00
a87,1,2024-06-07 22:08:04.684164+00:00
a88,1,2024-06-07 22:08:04.744134+00:00
a65,1,2024-06-07 22:08:09.127414+00:00
a49,1,2024-06-07 22:08:12.343345+00:00
a80,1,2024-06-07 22:08:14.699672+00:00
a8,1,2024-06-07 22:08:24.163719+00:00
a70,1,2024-06-07 22:08:24.168719+00:00
a29,1,2024-06-07 22:08:28.461516+00:00
a29,1,2024-06-07 22:09:01.098710+00:00
a52,1,2024-06-07 22:09:16.318222+00:00
a52,1,2024-06-07 22:09:42.285083+00:00
a63,1,2024-06-07 22:09:47.757712+00:00
a59,1,2024-06-07 22:09:55.881126+00:00
a60,1,2024-06-07 22:10:23.956834+00:00
a52,1,2024-06-07 22:10:39.732215+00:00
a64,1,2024-06-07 22:10:44.876874+00:00
a52,1,2024-06-07 22:10:45.556673+00:00
a64,1,2024-06-07 22:10:49.478939+00:00
a8,1,2024-06-07 22:11:47.499479+00:00
a8,1,2024-06-07 22:11:47.899124+00:00
a35,1,2024-06-07 22:11:48.227569+00:00
a68,1,2024-06-07 22:12:03.969045+00:00
a78,1,2024-06-07 22:12:07.602330+00:00
a79,1,2024-06-07 22:12:28.555156+00:00
a79,1,2024-06-07 22:12:29.467078+00:00
a23,1,2024-06-07 22:12:34.585105+00:00
a82,1,2024-06-07 22:12:35.618070+00:00
a39,1,2024-06-07 22:12:36.761290+00:00
a58,1,2024-06-07 22:12:53.081025+00:00
a40,1,2024-06-07 22:13:25.497253+00:00
a57,1,2024-06-07 22:13:35.983726+00:00
a29,1,2024-06-07 22:13:43.889513+00:00
a39,1,2024-06-07 22:14:00.010082+00:00
a61,1,2024-06-07 22:14:08.414187+00:00
a61,1,2024-06-07 22:14:22.780520+00:00
a61,1,2024-06-07 22:14:57.751996+00:00
a61,1,2024-06-07 22:14:59.795030+00:00
a52,1,2024-06-07 22:15:08.516527+00:00
a52,1,2024-06-07 22:15:12.461903+00:00
a52,1,2024-06-07 22:15:34.989228+00:00
a58,1,2024-06-07 22:15:44.912488+00:00
a66,1,2024-06-07 22:16:36.659764+00:00
a47,1,2024-06-07 22:16:39.960009+00:00
a29,1,2024-06-07 22:16:44.794947+00:00
a62,1,2024-06-07 22:18:13.004458+00:00
a29,1,2024-06-07 22:18:18.347780+00:00
a29,1,2024-06-07 22:18:34.544426+00:00
a48,1,2024-06-07 22:18:40.055253+00:00
a29,1,2024-06-07 22:18:41.357396+00:00
a48,1,2024-06-07 22:18:41.362396+00:00
a87,1,2024-06-07 22:18:41.372396+00:00
a88,1,2024-06-07 22:18:41.787278+00:00
a65,1,2024-06-07 22:19:07.161289+00:00
a49,1,2024-06-07 22:19:18.451437+00:00
a70,1,2024-06-07 22:19:18.456437+00:00
a29,1,2024-06-07 22:19:22.749234+00:00
a29,1,2024-06-07 22:19:55.386428+00:00
a52,1,2024-06-07 22:20:10.605940+00:00
a52,1,2024-06-07 22:20:36.572801+00:00
a63,1,2024-06-07 22:20:42.045430+00:00
a59,1,2024-06-07 22:20:50.168844+00:00
a60,1,2024-06-07 22:21:18.244552+00:00
a52,1,2024-06-07 22:21:34.019933+00:00
a64,1,2024-06-07 22:21:39.164592+00:00
a52,1,2024-06-07 22:21:39.844391+00:00
a64,1,2024-06-07 22:21:43.766657+00:00
a8,1,2024-06-07 22:22:41.787197+00:00
a8,1,2024-06-07 22:22:42.186842+00:00
a35,1,2024-06-07 22:22:42.515287+00:00
a68,1,2024-06-07 22:22:58.256763+00:00
a78,1,2024-06-07 22:23:01.890048+00:00
a79,1,2024-06-07 22:23:22.842874+00:00
a79,1,2024-06-07 22:23:23.754796+00:00
a23,1,2024-06-07 22:23:28.872823+00:00
a82,1,2024-06-07 22:23:29.905788+00:00
a39,1,2024-06-07 22:23:31.049008+00:00
a58,1,2024-06-07 22:23:47.368743+00:00
a40,1,2024-06-07 22:24:19.784971+00:00
a57,1,2024-06-07 22:24:30.271444+00:00
a29,1,2024-06-07 22:24:38.177231+00:00
a39,1,2024-06-07 22:24:54.297800+00:00
a61,1,2024-06-07 22:25:02.701905+00:00
a61,1,2024-06-07 22:25:17.068238+00:00
a61,1,2024-06-07 22:25:52.039714+00:00
a61,1,2024-06-07 22:25:54.082748+00:00
a52,1,2024-06-07 22:26:02.804245+00:00
a52,1,2024-06-07 22:26:06.749621+00:00
a52,1,2024-06-07 22:26:29.276946+00:00
a58,1,2024-06-07 22:26:39.200206+00:00
a66,1,2024-06-07 22:27:30.947482+00:00
a47,1,2024-06-07 22:27:34.247727+00:00
a29,1,2024-06-07 22:27:39.082665+00:00
a62,1,2024-06-07 22:29:07.292176+00:00
a29,1,2024-06-07 22:29:12.635498+00:00
a29,1,2024-06-07 22:29:28.832144+00:00
a48,1,2024-06-07 22:29:34.342971+00:00
a29,1,2024-06-07 22:29:35.645114+00:00
a80,1,2024-06-07 22:29:35.650114+00:00
a8,1,2024-06-07 22:29:52.778485+00:00
a48,1,2024-06-07 22:29:53.345880+00:00
a87,1,2024-06-07 22:29:53.355880+00:00
a88,1,2024-06-07 22:29:53.357028+00:00
a65,1,2024-06-07 22:30:08.708233+00:00
a70,1,2024-06-07 22:30:08.713233+00:00
a29,1,2024-06-07 22:30:13.006030+00:00
a29,1,2024-06-07 22:30:45.643224+00:00
a52,1,2024-06-07 22:31:00.862736+00:00
a52,1,2024-06-07 22:31:26.829597+00:00
a63,1,2024-06-07 22:31:32.302226+00:00
a59,1,2024-06-07 22:31:40.425640+00:00
a60,1,2024-06-07 22:32:08.501348+00:00
a52,1,2024-06-07 22:32:24.276729+00:00
a64,1,2024-06-07 22:32:29.421388+00:00
a52,1,2024-06-07 22:32:30.101187+00:00
a64,1,2024-06-07 22:32:34.023453+00:00
a8,1,2024-06-07 22:33:32.043993+00:00
a8,1,2024-06-07 22:33:32.443638+00:00
a35,1,2024-06-07 22:33:32.772083+00:00
a68,1,2024-06-07 22:33:48.513559+00:00
a78,1,2024-06-07 22:33:52.146844+00:00
a79,1,2024-06-07 22:34:13.099670+00:00
a79,1,2024-06-07 22:34:14.011592+00:00
a23,1,2024-06-07 22:34:19.129619+00:00
a82,1,2024-06-07 22:34:20.162584+00:00
a39,1,2024-06-07 22:34:21.305804+00:00
a58,1,2024-06-07 22:34:37.625539+00:00
a40,1,2024-06-07 22:35:10.041767+00:00
a57,1,2024-06-07 22:35:20.528240+00:00
a29,1,2024-06-07 22:35:28.434027+00:00
a39,1,2024-06-07 22:35:44.554596+00:00
a61,1,2024-06-07 22:35:52.958701+00:00
a61,1,2024-06-07 22:36:07.325034+00:00
a61,1,2024-06-07 22:36:42.296510+00:00
a61,1,2024-06-07 22:36:44.339544+00:00
a52,1,2024-06-07 22:36:53.061041+00:00
a52,1,2024-06-07 22:36:57.006417+00:00
a52,1,2024-06-07 22:37:19.533742+00:00
a58,1,2024-06-07 22:37:29.457002+00:00
a66,1,2024-06-07 22:38:21.204278+00:00
a47,1,2024-06-07 22:38:24.504523+00:00
a29,1,2024-06-07 22:38:29.339461+00:00
a62,1,2024-06-07 22:39:57.548972+00:00
a29,1,2024-06-07 22:40:02.892294+00:00
a29,1,2024-06-07 22:40:19.088940+00:00
a48,1,2024-06-07 22:40:24.599767+00:00
a29,1,2024-06-07 22:40:25.901910+00:00
a49,1,2024-06-07 22:40:25.906910+00:00
a80,1,2024-06-07 22:40:28.593137+00:00
a8,1,2024-06-07 22:51:19.442192+00:00
a48,1,2024-06-07 22:51:19.958650+00:00
a87,1,2024-06-07 22:51:19.968650+00:00
a88,1,2024-06-07 22:51:20.018020+00:00
a70,1,2024-06-07 22:51:20.023020+00:00
