concept:name,time:timestamp,case:concept:name,routine_type,log_number
insertValue_name_Web,2024-06-08 08:34:25.493914+11:00,805,84,9
insertValue_surname_Web,2024-06-08 08:34:31.615914+11:00,805,84,9
insertValue_age_Web,2024-06-08 08:34:38.327914+11:00,805,84,9
insertValue_type_Web,2024-06-08 08:34:43.569914+11:00,805,84,9
clickButton_confirm_Web,2024-06-08 08:34:43.570914+11:00,805,84,9
insertValue_userID_Web,2024-06-08 08:34:44.569914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:34:44.570914+11:00,1,2,2
goToUrl_www_webpage_com_Web,2024-06-08 08:34:50.339914+11:00,1,2,2
insertValue_username_Web,2024-06-08 08:35:02.690914+11:00,1,2,2
insertValue_password_Web,2024-06-08 08:35:14.555914+11:00,1,2,2
clickButton_confirm_Web,2024-06-08 08:35:25.446914+11:00,1,2,2
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:35:27.882914+11:00,1,2,2
clickButton_Button1_Web,2024-06-08 08:35:43.678914+11:00,1,2,2
clickButton_B2_Web,2024-06-08 08:35:47.118914+11:00,1,2,2
insertValue_Constant_Web,2024-06-08 08:35:51.028914+11:00,1,2,2
copy_B_Excel_Special_code,2024-06-08 08:35:53.881914+11:00,1,2,2
paste_Special_code_Web,2024-06-08 08:35:57.162914+11:00,1,2,2
copy_B_Excel_Area,2024-06-08 08:35:59.255914+11:00,1,2,2
paste_Area_Web,2024-06-08 08:36:01.459914+11:00,1,2,2
clickButton_OK_Web,2024-06-08 08:36:04.982914+11:00,1,2,2
clickButton_B4_Web,2024-06-08 08:36:05.982914+11:00,805,84,9
clickButton_Clients_Web,2024-06-08 08:36:08.657914+11:00,805,84,9
insertValue_clientID_Web,2024-06-08 08:36:10.615914+11:00,805,84,9
pressKey_Web,2024-06-08 08:36:12.243914+11:00,805,84,9
clickButton_update_Web,2024-06-08 08:36:16.141914+11:00,805,84,9
insertValue_address_Web,2024-06-08 08:36:19.986914+11:00,805,84,9
insertValue_country_Web,2024-06-08 08:36:29.616914+11:00,805,84,9
openFile_Excel,2024-06-08 08:36:41.105914+11:00,805,84,9
copy_address_Web,2024-06-08 08:36:52.813914+11:00,805,84,9
paste_A_Excel,2024-06-08 08:36:54.535914+11:00,805,84,9
