concept:name,time:timestamp,case:concept:name,routine_type,log_number
openFile_Excel_Sheet1_data_xls,2024-06-08 08:34:25.493914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:34:29.906914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:34:41.711914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:34:48.295914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:34:56.080914+11:00,1,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:34:58.720914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:35:06.675914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:35:08.443914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:35:19.512914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:35:28.280914+11:00,1,7,3
insertValue_name_Web,2024-06-08 08:35:29.280914+11:00,156,71,8
insertValue_surname_Web,2024-06-08 08:35:35.956914+11:00,156,71,8
insertValue_age_Web,2024-06-08 08:35:35.957914+11:00,156,71,8
insertValue_type_Web,2024-06-08 08:35:41.760914+11:00,156,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:35:41.761914+11:00,156,71,8
goToUrl_www_webpage_com_Web,2024-06-08 08:35:50.332914+11:00,156,71,8
insertValue_username_Web,2024-06-08 08:36:01.122914+11:00,156,71,8
insertValue_password_Web,2024-06-08 08:36:07.917914+11:00,156,71,8
clickButton_confirm_Web,2024-06-08 08:36:12.497914+11:00,156,71,8
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:36:15.798914+11:00,156,71,8
clickButton_Button1_Web,2024-06-08 08:36:26.257914+11:00,156,71,8
clickButton_B2_Web,2024-06-08 08:36:27.963914+11:00,156,71,8
insertValue_ID_Web,2024-06-08 08:36:31.594914+11:00,156,71,8
copy_Excel_1_B,2024-06-08 08:36:34.638914+11:00,156,71,8
paste_Special_code_Web,2024-06-08 08:36:37.519914+11:00,156,71,8
copy_Excel_2_B,2024-06-08 08:36:39.287914+11:00,156,71,8
paste_Area_Web,2024-06-08 08:36:42.171914+11:00,156,71,8
clickButton_B8_Web,2024-06-08 08:36:44.283914+11:00,156,71,8
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:36:45.283914+11:00,1,7,3
clickButton_Button1_Web,2024-06-08 08:36:52.614914+11:00,1,7,3
clickButton_B2_Web,2024-06-08 08:36:55.478914+11:00,1,7,3
insertValue_ID_Web,2024-06-08 08:36:58.607914+11:00,1,7,3
copy_B_Excel_Special_code,2024-06-08 08:37:00.711914+11:00,1,7,3
paste_Special_code_Web,2024-06-08 08:37:03.308914+11:00,1,7,3
copy_B_Excel_Area,2024-06-08 08:37:07.792914+11:00,1,7,3
paste_Area_Web,2024-06-08 08:37:11.062914+11:00,1,7,3
clickButton_OK_Web,2024-06-08 08:37:15.780914+11:00,1,7,3
insertValue_name_Web,2024-06-08 08:37:16.780914+11:00,157,71,8
insertValue_surname_Web,2024-06-08 08:37:30.604914+11:00,157,71,8
insertValue_age_Web,2024-06-08 08:37:39.788914+11:00,157,71,8
insertValue_type_Web,2024-06-08 08:37:52.663914+11:00,157,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:38:00.928914+11:00,157,71,8
goToUrl_www_webpage_com_Web,2024-06-08 08:38:13.040914+11:00,157,71,8
insertValue_username_Web,2024-06-08 08:38:23.954914+11:00,157,71,8
insertValue_password_Web,2024-06-08 08:38:27.807914+11:00,157,71,8
clickButton_confirm_Web,2024-06-08 08:38:43.639914+11:00,157,71,8
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:38:47.911914+11:00,157,71,8
clickButton_Button1_Web,2024-06-08 08:38:56.731914+11:00,157,71,8
clickButton_B2_Web,2024-06-08 08:38:59.957914+11:00,157,71,8
insertValue_ID_Web,2024-06-08 08:39:03.848914+11:00,157,71,8
copy_Excel_1_B,2024-06-08 08:39:07.025914+11:00,157,71,8
paste_Special_code_Web,2024-06-08 08:39:09.158914+11:00,157,71,8
copy_Excel_2_B,2024-06-08 08:39:12.203914+11:00,157,71,8
paste_Area_Web,2024-06-08 08:39:14.777914+11:00,157,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:39:15.777914+11:00,2,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:39:31.586914+11:00,2,7,3
insertValue_username_Web,2024-06-08 08:39:31.587914+11:00,2,7,3
insertValue_password_Web,2024-06-08 08:39:37.438914+11:00,2,7,3
clickButton_confirm_Web,2024-06-08 08:39:53.990914+11:00,2,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:39:55.617914+11:00,2,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:40:10.097914+11:00,2,7,3
insertValue_username_Web,2024-06-08 08:40:17.291914+11:00,2,7,3
insertValue_password_Web,2024-06-08 08:40:28.552914+11:00,2,7,3
clickButton_confirm_Web,2024-06-08 08:40:36.368914+11:00,2,7,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:40:39.729914+11:00,2,7,3
clickButton_Button1_Web,2024-06-08 08:40:51.426914+11:00,2,7,3
clickButton_B2_Web,2024-06-08 08:40:54.979914+11:00,2,7,3
insertValue_ID_Web,2024-06-08 08:40:58.000914+11:00,2,7,3
copy_B_Excel_Special_code,2024-06-08 08:41:01.062914+11:00,2,7,3
paste_Special_code_Web,2024-06-08 08:41:03.300914+11:00,2,7,3
copy_B_Excel_Area,2024-06-08 08:41:04.565914+11:00,2,7,3
paste_Area_Web,2024-06-08 08:41:07.659914+11:00,2,7,3
clickButton_OK_Web,2024-06-08 08:41:10.174914+11:00,2,7,3
clickButton_B8_Web,2024-06-08 08:41:11.174914+11:00,157,71,8
insertValue_name_Web,2024-06-08 08:41:12.174914+11:00,158,71,8
insertValue_surname_Web,2024-06-08 08:41:21.354914+11:00,158,71,8
insertValue_age_Web,2024-06-08 08:41:30.785914+11:00,158,71,8
insertValue_type_Web,2024-06-08 08:41:42.203914+11:00,158,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:41:49.514914+11:00,158,71,8
goToUrl_www_webpage_com_Web,2024-06-08 08:41:59.592914+11:00,158,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:42:00.592914+11:00,3,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:42:00.722914+11:00,3,7,3
insertValue_username_Web,2024-06-08 08:42:16.860914+11:00,3,7,3
insertValue_password_Web,2024-06-08 08:42:16.861914+11:00,3,7,3
clickButton_confirm_Web,2024-06-08 08:42:37.459914+11:00,3,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:42:40.203914+11:00,3,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:42:47.101914+11:00,3,7,3
insertValue_username_Web,2024-06-08 08:42:50.156914+11:00,3,7,3
insertValue_password_Web,2024-06-08 08:43:02.674914+11:00,3,7,3
clickButton_confirm_Web,2024-06-08 08:43:08.997914+11:00,3,7,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:43:10.804914+11:00,3,7,3
clickButton_Button1_Web,2024-06-08 08:43:30.026914+11:00,3,7,3
clickButton_B2_Web,2024-06-08 08:43:33.670914+11:00,3,7,3
insertValue_ID_Web,2024-06-08 08:43:37.544914+11:00,3,7,3
copy_B_Excel_Special_code,2024-06-08 08:43:41.796914+11:00,3,7,3
paste_Special_code_Web,2024-06-08 08:43:43.208914+11:00,3,7,3
copy_B_Excel_Area,2024-06-08 08:43:45.731914+11:00,3,7,3
paste_Area_Web,2024-06-08 08:43:49.484914+11:00,3,7,3
clickButton_OK_Web,2024-06-08 08:43:52.227914+11:00,3,7,3
insertValue_username_Web,2024-06-08 08:43:53.227914+11:00,158,71,8
insertValue_password_Web,2024-06-08 08:44:04.630914+11:00,158,71,8
clickButton_confirm_Web,2024-06-08 08:44:17.836914+11:00,158,71,8
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:44:21.757914+11:00,158,71,8
clickButton_Button1_Web,2024-06-08 08:44:30.764914+11:00,158,71,8
clickButton_B2_Web,2024-06-08 08:44:34.370914+11:00,158,71,8
insertValue_ID_Web,2024-06-08 08:44:38.582914+11:00,158,71,8
copy_Excel_1_B,2024-06-08 08:44:41.292914+11:00,158,71,8
paste_Special_code_Web,2024-06-08 08:44:43.819914+11:00,158,71,8
copy_Excel_2_B,2024-06-08 08:44:46.407914+11:00,158,71,8
paste_Area_Web,2024-06-08 08:44:52.282914+11:00,158,71,8
clickButton_B8_Web,2024-06-08 08:44:54.621914+11:00,158,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:44:55.621914+11:00,4,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:45:03.720914+11:00,4,7,3
insertValue_username_Web,2024-06-08 08:45:17.794914+11:00,4,7,3
insertValue_password_Web,2024-06-08 08:45:24.681914+11:00,4,7,3
clickButton_confirm_Web,2024-06-08 08:45:37.688914+11:00,4,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:45:42.294914+11:00,4,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:45:53.674914+11:00,4,7,3
insertValue_username_Web,2024-06-08 08:46:10.161914+11:00,4,7,3
insertValue_password_Web,2024-06-08 08:46:15.244914+11:00,4,7,3
clickButton_confirm_Web,2024-06-08 08:46:30.776914+11:00,4,7,3
insertValue_name_Web,2024-06-08 08:46:31.776914+11:00,159,71,8
insertValue_surname_Web,2024-06-08 08:46:35.264914+11:00,159,71,8
insertValue_age_Web,2024-06-08 08:46:44.201914+11:00,159,71,8
insertValue_type_Web,2024-06-08 08:46:44.202914+11:00,159,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:46:59.776914+11:00,159,71,8
goToUrl_www_webpage_com_Web,2024-06-08 08:47:04.770914+11:00,159,71,8
insertValue_username_Web,2024-06-08 08:47:20.723914+11:00,159,71,8
insertValue_password_Web,2024-06-08 08:47:32.519914+11:00,159,71,8
clickButton_confirm_Web,2024-06-08 08:47:39.650914+11:00,159,71,8
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:47:40.869914+11:00,159,71,8
clickButton_Button1_Web,2024-06-08 08:47:51.535914+11:00,159,71,8
clickButton_B2_Web,2024-06-08 08:47:56.704914+11:00,159,71,8
insertValue_ID_Web,2024-06-08 08:48:00.160914+11:00,159,71,8
copy_Excel_1_B,2024-06-08 08:48:03.852914+11:00,159,71,8
paste_Special_code_Web,2024-06-08 08:48:06.231914+11:00,159,71,8
copy_Excel_2_B,2024-06-08 08:48:09.123914+11:00,159,71,8
paste_Area_Web,2024-06-08 08:48:12.451914+11:00,159,71,8
clickButton_B8_Web,2024-06-08 08:48:17.436914+11:00,159,71,8
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:48:18.436914+11:00,4,7,3
clickButton_Button1_Web,2024-06-08 08:48:31.873914+11:00,4,7,3
clickButton_B2_Web,2024-06-08 08:48:33.157914+11:00,4,7,3
insertValue_ID_Web,2024-06-08 08:48:37.358914+11:00,4,7,3
copy_B_Excel_Special_code,2024-06-08 08:48:40.451914+11:00,4,7,3
paste_Special_code_Web,2024-06-08 08:48:42.465914+11:00,4,7,3
copy_B_Excel_Area,2024-06-08 08:48:45.865914+11:00,4,7,3
paste_Area_Web,2024-06-08 08:48:50.389914+11:00,4,7,3
clickButton_OK_Web,2024-06-08 08:48:53.647914+11:00,4,7,3
insertValue_name_Web,2024-06-08 08:48:54.647914+11:00,160,71,8
insertValue_surname_Web,2024-06-08 08:49:02.275914+11:00,160,71,8
insertValue_age_Web,2024-06-08 08:49:15.337914+11:00,160,71,8
insertValue_type_Web,2024-06-08 08:49:26.107914+11:00,160,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:49:34.683914+11:00,160,71,8
goToUrl_www_webpage_com_Web,2024-06-08 08:49:41.590914+11:00,160,71,8
insertValue_username_Web,2024-06-08 08:49:54.241914+11:00,160,71,8
insertValue_password_Web,2024-06-08 08:50:06.180914+11:00,160,71,8
clickButton_confirm_Web,2024-06-08 08:50:18.896914+11:00,160,71,8
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:50:21.947914+11:00,160,71,8
clickButton_Button1_Web,2024-06-08 08:50:35.175914+11:00,160,71,8
clickButton_B2_Web,2024-06-08 08:50:38.311914+11:00,160,71,8
insertValue_ID_Web,2024-06-08 08:50:42.110914+11:00,160,71,8
copy_Excel_1_B,2024-06-08 08:50:44.571914+11:00,160,71,8
paste_Special_code_Web,2024-06-08 08:50:47.010914+11:00,160,71,8
copy_Excel_2_B,2024-06-08 08:50:50.118914+11:00,160,71,8
paste_Area_Web,2024-06-08 08:50:54.790914+11:00,160,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:50:55.790914+11:00,5,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:51:08.788914+11:00,5,7,3
insertValue_username_Web,2024-06-08 08:51:11.131914+11:00,5,7,3
insertValue_password_Web,2024-06-08 08:51:13.568914+11:00,5,7,3
clickButton_confirm_Web,2024-06-08 08:51:21.302914+11:00,5,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:51:24.277914+11:00,5,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:51:29.283914+11:00,5,7,3
insertValue_username_Web,2024-06-08 08:51:31.925914+11:00,5,7,3
insertValue_password_Web,2024-06-08 08:51:31.926914+11:00,5,7,3
clickButton_confirm_Web,2024-06-08 08:51:42.053914+11:00,5,7,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:51:44.694914+11:00,5,7,3
clickButton_Button1_Web,2024-06-08 08:51:49.857914+11:00,5,7,3
clickButton_B2_Web,2024-06-08 08:51:52.315914+11:00,5,7,3
insertValue_ID_Web,2024-06-08 08:51:54.580914+11:00,5,7,3
copy_B_Excel_Special_code,2024-06-08 08:51:56.047914+11:00,5,7,3
paste_Special_code_Web,2024-06-08 08:51:59.479914+11:00,5,7,3
copy_B_Excel_Area,2024-06-08 08:52:04.303914+11:00,5,7,3
paste_Area_Web,2024-06-08 08:52:06.417914+11:00,5,7,3
clickButton_OK_Web,2024-06-08 08:52:08.850914+11:00,5,7,3
clickButton_B8_Web,2024-06-08 08:52:09.850914+11:00,160,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:52:10.850914+11:00,6,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:52:15.428914+11:00,6,7,3
insertValue_username_Web,2024-06-08 08:52:27.831914+11:00,6,7,3
insertValue_password_Web,2024-06-08 08:52:29.066914+11:00,6,7,3
clickButton_confirm_Web,2024-06-08 08:52:38.775914+11:00,6,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:52:42.456914+11:00,6,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:52:53.513914+11:00,6,7,3
insertValue_username_Web,2024-06-08 08:53:13.348914+11:00,6,7,3
insertValue_password_Web,2024-06-08 08:53:26.051914+11:00,6,7,3
clickButton_confirm_Web,2024-06-08 08:53:34.661914+11:00,6,7,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:53:38.501914+11:00,6,7,3
clickButton_Button1_Web,2024-06-08 08:53:43.004914+11:00,6,7,3
clickButton_B2_Web,2024-06-08 08:53:45.289914+11:00,6,7,3
insertValue_ID_Web,2024-06-08 08:53:48.790914+11:00,6,7,3
insertValue_name_Web,2024-06-08 08:53:49.790914+11:00,161,71,8
insertValue_surname_Web,2024-06-08 08:54:07.851914+11:00,161,71,8
insertValue_age_Web,2024-06-08 08:54:17.615914+11:00,161,71,8
