concept:name,time:timestamp,case:concept:name,routine_type,log_number
openFile_Excel_Sheet1_data_xls,2024-06-08 08:34:25.493914+11:00,1,1,1
goToUrl_www_webpage_com_Web,2024-06-08 08:34:25.494914+11:00,1,1,1
insertValue_name_Web,2024-06-08 08:34:26.493914+11:00,101,86,9
insertValue_surname_Web,2024-06-08 08:34:34.987914+11:00,101,86,9
insertValue_age_Web,2024-06-08 08:34:41.472914+11:00,101,86,9
insertValue_type_Web,2024-06-08 08:34:45.346914+11:00,101,86,9
clickButton_confirm_Web,2024-06-08 08:34:45.347914+11:00,101,86,9
clickButton_B5_Web,2024-06-08 08:34:47.574914+11:00,101,86,9
insertBoolValue_Australian_Web,2024-06-08 08:34:50.043914+11:00,101,86,9
clickButton_Button6_Web,2024-06-08 08:34:59.848914+11:00,101,86,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:35:04.759914+11:00,101,86,9
copy_B_Excel_Special_code,2024-06-08 08:35:12.273914+11:00,101,86,9
paste_Special_code_Web,2024-06-08 08:35:14.123914+11:00,101,86,9
paste_Country_Web,2024-06-08 08:35:17.814914+11:00,101,86,9
goToUrl_www_webpage_com_Web,2024-06-08 08:35:19.807914+11:00,101,86,9
clickButton_Button9_Web,2024-06-08 08:35:29.250914+11:00,101,86,9
clickButton_OK_Web,2024-06-08 08:35:32.014914+11:00,101,86,9
insertValue_username_Web,2024-06-08 08:35:33.014914+11:00,1,1,1
insertValue_password_Web,2024-06-08 08:35:45.365914+11:00,1,1,1
clickButton_confirm_Web,2024-06-08 08:35:57.230914+11:00,1,1,1
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:36:00.809914+11:00,1,1,1
clickButton_Button1_Web,2024-06-08 08:36:05.989914+11:00,1,1,1
clickButton_B2_Web,2024-06-08 08:36:08.897914+11:00,1,1,1
insertValue_ID_Web,2024-06-08 08:36:12.655914+11:00,1,1,1
copy_B_Excel_Special_code,2024-06-08 08:36:14.236914+11:00,1,1,1
paste_Special_code_Web,2024-06-08 08:36:15.176914+11:00,1,1,1
copy_B_Excel_Area,2024-06-08 08:36:18.028914+11:00,1,1,1
paste_Area_Web,2024-06-08 08:36:20.856914+11:00,1,1,1
clickButton_OK_Web,2024-06-08 08:36:23.412914+11:00,1,1,1
insertValue_name_Web,2024-06-08 08:36:24.412914+11:00,102,86,9
insertValue_surname_Web,2024-06-08 08:36:24.413914+11:00,102,86,9
insertValue_age_Web,2024-06-08 08:36:35.257914+11:00,102,86,9
insertValue_type_Web,2024-06-08 08:36:46.057914+11:00,102,86,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:36:47.057914+11:00,2,1,1
goToUrl_www_webpage_com_Web,2024-06-08 08:36:52.534914+11:00,2,1,1
insertValue_username_Web,2024-06-08 08:36:54.672914+11:00,2,1,1
insertValue_password_Web,2024-06-08 08:37:05.914914+11:00,2,1,1
clickButton_confirm_Web,2024-06-08 08:37:06.600914+11:00,2,1,1
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:37:09.130914+11:00,2,1,1
clickButton_Button1_Web,2024-06-08 08:37:16.939914+11:00,2,1,1
clickButton_B2_Web,2024-06-08 08:37:19.296914+11:00,2,1,1
insertValue_ID_Web,2024-06-08 08:37:23.673914+11:00,2,1,1
copy_B_Excel_Special_code,2024-06-08 08:37:27.351914+11:00,2,1,1
paste_Special_code_Web,2024-06-08 08:37:30.814914+11:00,2,1,1
copy_B_Excel_Area,2024-06-08 08:37:33.860914+11:00,2,1,1
paste_Area_Web,2024-06-08 08:37:37.804914+11:00,2,1,1
clickButton_OK_Web,2024-06-08 08:37:43.005914+11:00,2,1,1
clickButton_confirm_Web,2024-06-08 08:37:44.005914+11:00,102,86,9
clickButton_B5_Web,2024-06-08 08:37:46.883914+11:00,102,86,9
insertBoolValue_Australian_Web,2024-06-08 08:37:49.231914+11:00,102,86,9
clickButton_Button6_Web,2024-06-08 08:37:49.232914+11:00,102,86,9
