concept:name,time:timestamp,case:concept:name,routine_type,log_number
insertValue_name_Web,2024-06-08 08:34:25.493914+11:00,102,83,9
insertValue_surname_Web,2024-06-08 08:34:37.406914+11:00,102,83,9
insertValue_age_Web,2024-06-08 08:34:45.746914+11:00,102,83,9
insertValue_type_Web,2024-06-08 08:34:50.277914+11:00,102,83,9
clickButton_confirm_Web,2024-06-08 08:35:06.887914+11:00,102,83,9
clickButton_B3_Web,2024-06-08 08:35:09.151914+11:00,102,83,9
clickButton_Button6_Web,2024-06-08 08:35:13.139914+11:00,102,83,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:35:17.476914+11:00,102,83,9
copy_A_Excel,2024-06-08 08:35:22.884914+11:00,102,83,9
insertValue_name_Web,2024-06-08 08:35:23.884914+11:00,1,52,7
insertValue_surname_Web,2024-06-08 08:35:23.885914+11:00,1,52,7
insertValue_age_Web,2024-06-08 08:35:29.654914+11:00,1,52,7
insertValue_type_Web,2024-06-08 08:35:35.814914+11:00,1,52,7
clickButton_B1_Web,2024-06-08 08:35:35.815914+11:00,1,52,7
insertValue_B_Excel,2024-06-08 08:35:38.806914+11:00,1,52,7
goToUrl_www_webpage2_com_Web,2024-06-08 08:35:44.244914+11:00,1,52,7
copy_value2_Web,2024-06-08 08:36:00.040914+11:00,1,52,7
paste_Excel_2_C,2024-06-08 08:36:03.480914+11:00,1,52,7
paste_finalCode_Web,2024-06-08 08:36:07.390914+11:00,1,52,7
clickButton_OK_Web,2024-06-08 08:36:10.243914+11:00,1,52,7
paste_Special_code_Web,2024-06-08 08:36:11.243914+11:00,102,83,9
clickButton_OK_Web,2024-06-08 08:36:13.252914+11:00,102,83,9
insertValue_name_Web,2024-06-08 08:36:14.252914+11:00,103,83,9
insertValue_surname_Web,2024-06-08 08:36:22.002914+11:00,103,83,9
insertValue_age_Web,2024-06-08 08:36:34.789914+11:00,103,83,9
insertValue_type_Web,2024-06-08 08:36:42.030914+11:00,103,83,9
clickButton_confirm_Web,2024-06-08 08:36:57.985914+11:00,103,83,9
clickButton_B3_Web,2024-06-08 08:37:02.118914+11:00,103,83,9
clickButton_Button6_Web,2024-06-08 08:37:06.330914+11:00,103,83,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:37:08.505914+11:00,103,83,9
insertValue_name_Web,2024-06-08 08:37:09.505914+11:00,2,52,7
insertValue_surname_Web,2024-06-08 08:37:20.657914+11:00,2,52,7
insertValue_age_Web,2024-06-08 08:37:28.875914+11:00,2,52,7
insertValue_type_Web,2024-06-08 08:37:36.276914+11:00,2,52,7
clickButton_B1_Web,2024-06-08 08:37:40.739914+11:00,2,52,7
insertValue_B_Excel,2024-06-08 08:37:42.830914+11:00,2,52,7
goToUrl_www_webpage2_com_Web,2024-06-08 08:37:48.225914+11:00,2,52,7
copy_value2_Web,2024-06-08 08:37:51.433914+11:00,2,52,7
paste_Excel_2_C,2024-06-08 08:37:55.341914+11:00,2,52,7
paste_finalCode_Web,2024-06-08 08:37:56.718914+11:00,2,52,7
clickButton_OK_Web,2024-06-08 08:38:00.148914+11:00,2,52,7
copy_A_Excel,2024-06-08 08:38:01.148914+11:00,103,83,9
paste_Special_code_Web,2024-06-08 08:38:04.694914+11:00,103,83,9
clickButton_OK_Web,2024-06-08 08:38:05.607914+11:00,103,83,9
insertValue_name_Web,2024-06-08 08:38:06.607914+11:00,3,52,7
insertValue_name_Web,2024-06-08 08:38:07.607914+11:00,104,83,9
insertValue_surname_Web,2024-06-08 08:38:14.554914+11:00,104,83,9
insertValue_age_Web,2024-06-08 08:38:24.548914+11:00,104,83,9
insertValue_type_Web,2024-06-08 08:38:30.707914+11:00,104,83,9
clickButton_confirm_Web,2024-06-08 08:38:31.625914+11:00,104,83,9
clickButton_B3_Web,2024-06-08 08:38:34.406914+11:00,104,83,9
clickButton_Button6_Web,2024-06-08 08:38:37.877914+11:00,104,83,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:38:40.040914+11:00,104,83,9
copy_A_Excel,2024-06-08 08:38:52.295914+11:00,104,83,9
paste_Special_code_Web,2024-06-08 08:38:53.695914+11:00,104,83,9
clickButton_OK_Web,2024-06-08 08:38:57.175914+11:00,104,83,9
insertValue_surname_Web,2024-06-08 08:38:58.175914+11:00,3,52,7
insertValue_age_Web,2024-06-08 08:39:11.029914+11:00,3,52,7
insertValue_type_Web,2024-06-08 08:39:15.578914+11:00,3,52,7
clickButton_B1_Web,2024-06-08 08:39:30.897914+11:00,3,52,7
insertValue_B_Excel,2024-06-08 08:39:36.170914+11:00,3,52,7
goToUrl_www_webpage2_com_Web,2024-06-08 08:39:51.716914+11:00,3,52,7
copy_value2_Web,2024-06-08 08:40:04.138914+11:00,3,52,7
paste_Excel_2_C,2024-06-08 08:40:08.005914+11:00,3,52,7
paste_finalCode_Web,2024-06-08 08:40:11.045914+11:00,3,52,7
clickButton_OK_Web,2024-06-08 08:40:13.895914+11:00,3,52,7
insertValue_name_Web,2024-06-08 08:40:14.895914+11:00,105,83,9
insertValue_surname_Web,2024-06-08 08:40:17.428914+11:00,105,83,9
insertValue_age_Web,2024-06-08 08:40:26.142914+11:00,105,83,9
insertValue_type_Web,2024-06-08 08:40:37.100914+11:00,105,83,9
clickButton_confirm_Web,2024-06-08 08:40:37.807914+11:00,105,83,9
insertValue_name_Web,2024-06-08 08:40:38.807914+11:00,4,52,7
