concept:name,time:timestamp,case:concept:name,routine_type,log_number
insertValue_name_Web,2024-06-08 08:34:25.493914+11:00,101,86,9
insertValue_surname_Web,2024-06-08 08:34:33.987914+11:00,101,86,9
insertValue_age_Web,2024-06-08 08:34:40.472914+11:00,101,86,9
insertValue_type_Web,2024-06-08 08:34:44.346914+11:00,101,86,9
clickButton_confirm_Web,2024-06-08 08:34:44.347914+11:00,101,86,9
clickButton_B5_Web,2024-06-08 08:34:46.574914+11:00,101,86,9
insertBoolValue_Australian_Web,2024-06-08 08:34:49.043914+11:00,101,86,9
clickButton_Button6_Web,2024-06-08 08:34:58.848914+11:00,101,86,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:35:03.759914+11:00,101,86,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:35:04.759914+11:00,1,1,1
goToUrl_www_webpage_com_Web,2024-06-08 08:35:04.760914+11:00,1,1,1
insertValue_username_Web,2024-06-08 08:35:10.529914+11:00,1,1,1
insertValue_password_Web,2024-06-08 08:35:22.880914+11:00,1,1,1
clickButton_confirm_Web,2024-06-08 08:35:34.745914+11:00,1,1,1
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:35:38.324914+11:00,1,1,1
clickButton_Button1_Web,2024-06-08 08:35:43.504914+11:00,1,1,1
clickButton_B2_Web,2024-06-08 08:35:46.412914+11:00,1,1,1
insertValue_ID_Web,2024-06-08 08:35:50.170914+11:00,1,1,1
copy_B_Excel_Special_code,2024-06-08 08:35:51.751914+11:00,1,1,1
paste_Special_code_Web,2024-06-08 08:35:52.691914+11:00,1,1,1
copy_B_Excel_Area,2024-06-08 08:35:55.543914+11:00,1,1,1
paste_Area_Web,2024-06-08 08:35:58.371914+11:00,1,1,1
clickButton_OK_Web,2024-06-08 08:36:00.927914+11:00,1,1,1
copy_B_Excel_Special_code,2024-06-08 08:36:01.927914+11:00,101,86,9
paste_Special_code_Web,2024-06-08 08:36:03.777914+11:00,101,86,9
