concept:name,time:timestamp,case:concept:name,routine_type,log_number
insertValue_name_Web,2024-06-08 08:34:25.493914+11:00,1,81,9
insertValue_surname_Web,2024-06-08 08:34:37.317914+11:00,1,81,9
insertValue_age_Web,2024-06-08 08:34:41.568914+11:00,1,81,9
insertValue_name_Web,2024-06-08 08:34:41.573914+11:00,1,71,8
insertValue_surname_Web,2024-06-08 08:34:48.249914+11:00,1,71,8
insertValue_age_Web,2024-06-08 08:34:48.250914+11:00,1,71,8
insertValue_type_Web,2024-06-08 08:34:54.053914+11:00,1,71,8
openFile_Excel_Sheet1_data_xls,2024-06-08 08:34:54.054914+11:00,1,71,8
goToUrl_www_webpage_com_Web,2024-06-08 08:35:02.625914+11:00,1,71,8
insertValue_username_Web,2024-06-08 08:35:13.415914+11:00,1,71,8
insertValue_password_Web,2024-06-08 08:35:20.210914+11:00,1,71,8
clickButton_confirm_Web,2024-06-08 08:35:24.790914+11:00,1,71,8
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:35:28.091914+11:00,1,71,8
clickButton_Button1_Web,2024-06-08 08:35:38.550914+11:00,1,71,8
insertValue_name_Web,2024-06-08 08:35:38.555914+11:00,1,82,9
insertValue_surname_Web,2024-06-08 08:35:48.903914+11:00,1,82,9
insertValue_age_Web,2024-06-08 08:35:59.491914+11:00,1,82,9
insertValue_type_Web,2024-06-08 08:35:59.964914+11:00,1,82,9
clickButton_confirm_Web,2024-06-08 08:36:02.404914+11:00,1,82,9
clickButton_B5_Web,2024-06-08 08:36:06.429914+11:00,1,82,9
insertBoolValue_Australian_Web,2024-06-08 08:36:10.293914+11:00,1,82,9
clickButton_Button6_Web,2024-06-08 08:36:20.930914+11:00,1,82,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:36:23.529914+11:00,1,82,9
copy_B_Excel_Special_code,2024-06-08 08:36:28.956914+11:00,1,82,9
paste_Special_code_Web,2024-06-08 08:36:31.560914+11:00,1,82,9
paste_Country_Web,2024-06-08 08:36:34.126914+11:00,1,82,9
clickButton_Button9_Web,2024-06-08 08:36:38.395914+11:00,1,82,9
goToUrl_www_webpage2_com_Web,2024-06-08 08:36:40.737914+11:00,1,82,9
clickButton_OK_Web,2024-06-08 08:36:45.917914+11:00,1,82,9
clickButton_B2_Web,2024-06-08 08:36:45.922914+11:00,1,71,8
insertValue_ID_Web,2024-06-08 08:36:49.553914+11:00,1,71,8
copy_Excel_1_B,2024-06-08 08:36:52.597914+11:00,1,71,8
paste_Special_code_Web,2024-06-08 08:36:55.478914+11:00,1,71,8
copy_Excel_2_B,2024-06-08 08:36:57.246914+11:00,1,71,8
paste_Area_Web,2024-06-08 08:37:00.130914+11:00,1,71,8
clickButton_B8_Web,2024-06-08 08:37:02.242914+11:00,1,71,8
insertValue_type_Web,2024-06-08 08:37:02.247914+11:00,1,81,9
clickButton_confirm_Web,2024-06-08 08:37:16.069914+11:00,1,81,9
clickButton_B4_Web,2024-06-08 08:37:18.661914+11:00,1,81,9
clickButton_Clients_Web,2024-06-08 08:37:22.477914+11:00,1,81,9
insertValue_clientID_Web,2024-06-08 08:37:25.518914+11:00,1,81,9
pressKey_Web,2024-06-08 08:37:30.733914+11:00,1,81,9
clickButton_update_Web,2024-06-08 08:37:31.414914+11:00,1,81,9
insertValue_address_Web,2024-06-08 08:37:33.955914+11:00,1,81,9
insertValue_country_Web,2024-06-08 08:37:40.476914+11:00,1,81,9
clickButton_UnbindFile_Web,2024-06-08 08:37:49.126914+11:00,1,81,9
clickButton_OK_Web,2024-06-08 08:37:52.253914+11:00,1,81,9
clickButton_Confirm_Web,2024-06-08 08:37:55.137914+11:00,1,81,9
clickButton_OK_Web,2024-06-08 08:37:57.399914+11:00,1,81,9
insertValue_name_Web,2024-06-08 08:37:57.409914+11:00,1,81,9
insertValue_surname_Web,2024-06-08 08:38:04.227914+11:00,1,81,9
insertValue_age_Web,2024-06-08 08:38:17.368914+11:00,1,81,9
insertValue_type_Web,2024-06-08 08:38:31.175914+11:00,1,81,9
clickButton_confirm_Web,2024-06-08 08:38:35.356914+11:00,1,81,9
insertValue_name_Web,2024-06-08 08:38:35.361914+11:00,1,82,9
insertValue_surname_Web,2024-06-08 08:38:48.687914+11:00,1,82,9
insertValue_age_Web,2024-06-08 08:39:00.507914+11:00,1,82,9
insertValue_type_Web,2024-06-08 08:39:00.508914+11:00,1,82,9
clickButton_confirm_Web,2024-06-08 08:39:10.228914+11:00,1,82,9
clickButton_B5_Web,2024-06-08 08:39:13.491914+11:00,1,82,9
