concept:name,time:timestamp,case:concept:name,routine_type,log_number
insertValue_name_Web,2024-06-08 08:34:25.493914+11:00,1,85,9
insertValue_surname_Web,2024-06-08 08:34:31.964914+11:00,1,85,9
insertValue_age_Web,2024-06-08 08:34:31.965914+11:00,1,85,9
insertValue_type_Web,2024-06-08 08:34:38.697914+11:00,1,85,9
clickButton_confirm_Web,2024-06-08 08:34:48.816914+11:00,1,85,9
clickButton_B1_Web,2024-06-08 08:34:51.118914+11:00,1,85,9
copy_name_Web,2024-06-08 08:34:54.814914+11:00,1,85,9
paste_name_Excel_B,2024-06-08 08:34:56.245914+11:00,1,85,9
copy_surname_Web,2024-06-08 08:34:58.729914+11:00,1,85,9
paste_surname_Excel_B,2024-06-08 08:35:01.740914+11:00,1,85,9
clickButton_add_Web,2024-06-08 08:35:05.576914+11:00,1,85,9
insertValue_name_Web,2024-06-08 08:35:05.581914+11:00,1,52,7
insertValue_surname_Web,2024-06-08 08:35:05.582914+11:00,1,52,7
insertValue_age_Web,2024-06-08 08:35:11.351914+11:00,1,52,7
clickButton_Clients_Web,2024-06-08 08:35:11.356914+11:00,1,51,6
insertValue_clientID_Web,2024-06-08 08:35:13.004914+11:00,1,51,6
pressKey_Web,2024-06-08 08:35:19.572914+11:00,1,51,6
clickButton_update_Web,2024-06-08 08:35:22.970914+11:00,1,51,6
insertValue_address_Web,2024-06-08 08:35:25.472914+11:00,1,51,6
insertValue_country_Web,2024-06-08 08:35:36.998914+11:00,1,51,6
openFile_Excel,2024-06-08 08:35:49.968914+11:00,1,51,6
copy_address_Web,2024-06-08 08:35:50.999914+11:00,1,51,6
paste_Excel_5_A,2024-06-08 08:35:57.535914+11:00,1,51,6
saveFile_save_Excel,2024-06-08 08:36:01.797914+11:00,1,51,6
clickButton_ConfirmWithFile_Web,2024-06-08 08:36:05.293914+11:00,1,51,6
insertValue_type_Web,2024-06-08 08:36:05.298914+11:00,1,52,7
clickButton_B1_Web,2024-06-08 08:36:05.299914+11:00,1,52,7
insertValue_B_Excel,2024-06-08 08:36:08.290914+11:00,1,52,7
goToUrl_www_webpage2_com_Web,2024-06-08 08:36:13.728914+11:00,1,52,7
copy_value2_Web,2024-06-08 08:36:29.524914+11:00,1,52,7
paste_Excel_2_C,2024-06-08 08:36:32.964914+11:00,1,52,7
paste_finalCode_Web,2024-06-08 08:36:36.874914+11:00,1,52,7
clickButton_OK_Web,2024-06-08 08:36:39.727914+11:00,1,52,7
clickButton_confirm_Web,2024-06-08 08:36:39.732914+11:00,1,85,9
clickButton_OK_Web,2024-06-08 08:36:43.990914+11:00,1,85,9
insertValue_name_Web,2024-06-08 08:36:44.000914+11:00,1,52,7
insertValue_surname_Web,2024-06-08 08:36:55.152914+11:00,1,52,7
insertValue_age_Web,2024-06-08 08:37:03.370914+11:00,1,52,7
insertValue_type_Web,2024-06-08 08:37:10.771914+11:00,1,52,7
clickButton_B1_Web,2024-06-08 08:37:15.234914+11:00,1,52,7
insertValue_B_Excel,2024-06-08 08:37:17.325914+11:00,1,52,7
goToUrl_www_webpage2_com_Web,2024-06-08 08:37:22.720914+11:00,1,52,7
copy_value2_Web,2024-06-08 08:37:25.928914+11:00,1,52,7
paste_Excel_2_C,2024-06-08 08:37:29.836914+11:00,1,52,7
clickButton_Clients_Web,2024-06-08 08:37:29.841914+11:00,1,51,6
insertValue_clientID_Web,2024-06-08 08:37:31.685914+11:00,1,51,6
pressKey_Web,2024-06-08 08:37:35.673914+11:00,1,51,6
clickButton_update_Web,2024-06-08 08:37:38.479914+11:00,1,51,6
insertValue_address_Web,2024-06-08 08:37:42.743914+11:00,1,51,6
insertValue_country_Web,2024-06-08 08:37:47.979914+11:00,1,51,6
openFile_Excel,2024-06-08 08:37:47.980914+11:00,1,51,6
copy_address_Web,2024-06-08 08:37:58.959914+11:00,1,51,6
paste_Excel_5_A,2024-06-08 08:38:08.937914+11:00,1,51,6
saveFile_save_Excel,2024-06-08 08:38:11.696914+11:00,1,51,6
insertValue_name_Web,2024-06-08 08:38:11.701914+11:00,1,85,9
insertValue_surname_Web,2024-06-08 08:38:12.730914+11:00,1,85,9
insertValue_age_Web,2024-06-08 08:38:20.074914+11:00,1,85,9
insertValue_type_Web,2024-06-08 08:38:29.957914+11:00,1,85,9
clickButton_confirm_Web,2024-06-08 08:38:43.512914+11:00,1,85,9
clickButton_B1_Web,2024-06-08 08:38:46.863914+11:00,1,85,9
copy_name_Web,2024-06-08 08:38:50.680914+11:00,1,85,9
paste_name_Excel_B,2024-06-08 08:38:54.164914+11:00,1,85,9
copy_surname_Web,2024-06-08 08:38:57.188914+11:00,1,85,9
paste_surname_Excel_B,2024-06-08 08:38:59.913914+11:00,1,85,9
clickButton_add_Web,2024-06-08 08:39:04.303914+11:00,1,85,9
clickButton_confirm_Web,2024-06-08 08:39:05.820914+11:00,1,85,9
clickButton_OK_Web,2024-06-08 08:39:09.600914+11:00,1,85,9
clickButton_ConfirmWithFile_Web,2024-06-08 08:39:09.605914+11:00,1,51,6
paste_finalCode_Web,2024-06-08 08:39:09.610914+11:00,1,52,7
clickButton_OK_Web,2024-06-08 08:39:13.040914+11:00,1,52,7
clickButton_Clients_Web,2024-06-08 08:39:13.050914+11:00,1,51,6
insertValue_clientID_Web,2024-06-08 08:39:16.562914+11:00,1,51,6
pressKey_Web,2024-06-08 08:39:25.732914+11:00,1,51,6
