concept:name,time:timestamp,case:concept:name,routine_type,log_number
insertValue_userID_Web,2024-06-08 08:34:25.493914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:34:25.494914+11:00,1,2,2
goToUrl_www_webpage_com_Web,2024-06-08 08:34:31.263914+11:00,1,2,2
insertValue_username_Web,2024-06-08 08:34:43.614914+11:00,1,2,2
insertValue_password_Web,2024-06-08 08:34:55.479914+11:00,1,2,2
clickButton_confirm_Web,2024-06-08 08:35:06.370914+11:00,1,2,2
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:35:08.806914+11:00,1,2,2
clickButton_Button1_Web,2024-06-08 08:35:24.602914+11:00,1,2,2
clickButton_B2_Web,2024-06-08 08:35:28.042914+11:00,1,2,2
insertValue_Constant_Web,2024-06-08 08:35:31.952914+11:00,1,2,2
copy_B_Excel_Special_code,2024-06-08 08:35:34.805914+11:00,1,2,2
paste_Special_code_Web,2024-06-08 08:35:38.086914+11:00,1,2,2
copy_B_Excel_Area,2024-06-08 08:35:40.179914+11:00,1,2,2
paste_Area_Web,2024-06-08 08:35:42.383914+11:00,1,2,2
insertValue_name_Web,2024-06-08 08:35:42.388914+11:00,1,85,9
insertValue_surname_Web,2024-06-08 08:35:48.859914+11:00,1,85,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:35:48.864914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:35:53.277914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:36:05.082914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:36:11.666914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:36:19.451914+11:00,1,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:36:22.091914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:36:30.046914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:36:31.814914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:36:42.883914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:36:51.651914+11:00,1,7,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:36:54.186914+11:00,1,7,3
clickButton_Button1_Web,2024-06-08 08:37:01.517914+11:00,1,7,3
clickButton_B2_Web,2024-06-08 08:37:04.381914+11:00,1,7,3
insertValue_ID_Web,2024-06-08 08:37:07.510914+11:00,1,7,3
copy_B_Excel_Special_code,2024-06-08 08:37:09.614914+11:00,1,7,3
paste_Special_code_Web,2024-06-08 08:37:12.211914+11:00,1,7,3
copy_B_Excel_Area,2024-06-08 08:37:16.695914+11:00,1,7,3
paste_Area_Web,2024-06-08 08:37:19.965914+11:00,1,7,3
clickButton_OK_Web,2024-06-08 08:37:24.683914+11:00,1,7,3
insertValue_age_Web,2024-06-08 08:37:24.688914+11:00,1,85,9
insertValue_type_Web,2024-06-08 08:37:31.421914+11:00,1,85,9
clickButton_confirm_Web,2024-06-08 08:37:41.540914+11:00,1,85,9
clickButton_B1_Web,2024-06-08 08:37:43.842914+11:00,1,85,9
copy_name_Web,2024-06-08 08:37:47.538914+11:00,1,85,9
paste_name_Excel_B,2024-06-08 08:37:48.969914+11:00,1,85,9
copy_surname_Web,2024-06-08 08:37:51.453914+11:00,1,85,9
paste_surname_Excel_B,2024-06-08 08:37:54.464914+11:00,1,85,9
clickButton_add_Web,2024-06-08 08:37:58.300914+11:00,1,85,9
clickButton_confirm_Web,2024-06-08 08:37:59.853914+11:00,1,85,9
clickButton_OK_Web,2024-06-08 08:38:04.111914+11:00,1,85,9
clickButton_OK_Web,2024-06-08 08:38:04.116914+11:00,1,2,2
insertValue_name_Web,2024-06-08 08:38:04.126914+11:00,1,85,9
insertValue_surname_Web,2024-06-08 08:38:05.155914+11:00,1,85,9
insertValue_age_Web,2024-06-08 08:38:12.499914+11:00,1,85,9
insertValue_type_Web,2024-06-08 08:38:22.382914+11:00,1,85,9
clickButton_confirm_Web,2024-06-08 08:38:35.937914+11:00,1,85,9
clickButton_B1_Web,2024-06-08 08:38:39.288914+11:00,1,85,9
insertValue_userID_Web,2024-06-08 08:38:39.293914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:38:44.979914+11:00,1,2,2
goToUrl_www_webpage_com_Web,2024-06-08 08:38:59.149914+11:00,1,2,2
insertValue_username_Web,2024-06-08 08:39:09.236914+11:00,1,2,2
insertValue_password_Web,2024-06-08 08:39:12.179914+11:00,1,2,2
clickButton_confirm_Web,2024-06-08 08:39:18.794914+11:00,1,2,2
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:39:22.518914+11:00,1,2,2
clickButton_Button1_Web,2024-06-08 08:39:32.830914+11:00,1,2,2
clickButton_B2_Web,2024-06-08 08:39:35.876914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:39:35.881914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:39:51.690914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:39:51.691914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:39:57.542914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:40:14.094914+11:00,1,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:40:15.721914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:40:30.201914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:40:37.395914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:40:48.656914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:40:56.472914+11:00,1,7,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:40:59.833914+11:00,1,7,3
clickButton_Button1_Web,2024-06-08 08:41:11.530914+11:00,1,7,3
clickButton_B2_Web,2024-06-08 08:41:15.083914+11:00,1,7,3
insertValue_ID_Web,2024-06-08 08:41:18.104914+11:00,1,7,3
copy_B_Excel_Special_code,2024-06-08 08:41:21.166914+11:00,1,7,3
paste_Special_code_Web,2024-06-08 08:41:23.404914+11:00,1,7,3
copy_B_Excel_Area,2024-06-08 08:41:24.669914+11:00,1,7,3
paste_Area_Web,2024-06-08 08:41:27.763914+11:00,1,7,3
clickButton_OK_Web,2024-06-08 08:41:30.278914+11:00,1,7,3
insertValue_Constant_Web,2024-06-08 08:41:30.283914+11:00,1,2,2
copy_B_Excel_Special_code,2024-06-08 08:41:35.484914+11:00,1,2,2
paste_Special_code_Web,2024-06-08 08:41:39.450914+11:00,1,2,2
copy_B_Excel_Area,2024-06-08 08:41:42.091914+11:00,1,2,2
paste_Area_Web,2024-06-08 08:41:44.406914+11:00,1,2,2
clickButton_OK_Web,2024-06-08 08:41:47.041914+11:00,1,2,2
copy_name_Web,2024-06-08 08:41:47.046914+11:00,1,85,9
paste_name_Excel_B,2024-06-08 08:41:50.530914+11:00,1,85,9
copy_surname_Web,2024-06-08 08:41:53.554914+11:00,1,85,9
paste_surname_Excel_B,2024-06-08 08:41:56.279914+11:00,1,85,9
clickButton_add_Web,2024-06-08 08:42:00.669914+11:00,1,85,9
clickButton_confirm_Web,2024-06-08 08:42:02.186914+11:00,1,85,9
clickButton_OK_Web,2024-06-08 08:42:05.966914+11:00,1,85,9
insertValue_name_Web,2024-06-08 08:42:05.976914+11:00,1,85,9
insertValue_surname_Web,2024-06-08 08:42:05.977914+11:00,1,85,9
insertValue_age_Web,2024-06-08 08:42:22.907914+11:00,1,85,9
insertValue_type_Web,2024-06-08 08:42:26.997914+11:00,1,85,9
insertValue_userID_Web,2024-06-08 08:42:27.002914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:42:32.978914+11:00,1,2,2
goToUrl_www_webpage_com_Web,2024-06-08 08:42:46.530914+11:00,1,2,2
insertValue_username_Web,2024-06-08 08:43:00.649914+11:00,1,2,2
insertValue_password_Web,2024-06-08 08:43:05.434914+11:00,1,2,2
clickButton_confirm_Web,2024-06-08 08:43:15.348914+11:00,1,2,2
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:43:17.886914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:43:17.891914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:43:18.021914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:43:34.159914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:43:34.160914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:43:54.758914+11:00,1,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:43:57.502914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:44:04.400914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:44:07.455914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:44:19.973914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:44:26.296914+11:00,1,7,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:44:28.103914+11:00,1,7,3
clickButton_Button1_Web,2024-06-08 08:44:47.325914+11:00,1,7,3
clickButton_B2_Web,2024-06-08 08:44:50.969914+11:00,1,7,3
insertValue_ID_Web,2024-06-08 08:44:54.843914+11:00,1,7,3
copy_B_Excel_Special_code,2024-06-08 08:44:59.095914+11:00,1,7,3
paste_Special_code_Web,2024-06-08 08:45:00.507914+11:00,1,7,3
copy_B_Excel_Area,2024-06-08 08:45:03.030914+11:00,1,7,3
paste_Area_Web,2024-06-08 08:45:06.783914+11:00,1,7,3
clickButton_OK_Web,2024-06-08 08:45:09.526914+11:00,1,7,3
