concept:name,time:timestamp,case:concept:name,routine_type,log_number
insertValue_name_Web,2024-06-08 08:34:25.493914+11:00,1,81,9
insertValue_surname_Web,2024-06-08 08:34:37.317914+11:00,1,81,9
insertValue_age_Web,2024-06-08 08:34:41.568914+11:00,1,81,9
insertValue_type_Web,2024-06-08 08:34:53.730914+11:00,1,81,9
clickButton_confirm_Web,2024-06-08 08:35:07.552914+11:00,1,81,9
clickButton_B4_Web,2024-06-08 08:35:10.144914+11:00,1,81,9
clickButton_Clients_Web,2024-06-08 08:35:13.960914+11:00,1,81,9
insertValue_clientID_Web,2024-06-08 08:35:17.001914+11:00,1,81,9
pressKey_Web,2024-06-08 08:35:22.216914+11:00,1,81,9
clickButton_update_Web,2024-06-08 08:35:22.897914+11:00,1,81,9
insertValue_address_Web,2024-06-08 08:35:25.438914+11:00,1,81,9
insertValue_country_Web,2024-06-08 08:35:31.959914+11:00,1,81,9
clickButton_UnbindFile_Web,2024-06-08 08:35:40.609914+11:00,1,81,9
clickButton_OK_Web,2024-06-08 08:35:43.736914+11:00,1,81,9
clickButton_Confirm_Web,2024-06-08 08:35:46.620914+11:00,1,81,9
insertValue_name_Web,2024-06-08 08:35:46.625914+11:00,1,86,9
insertValue_surname_Web,2024-06-08 08:35:55.119914+11:00,1,86,9
insertValue_age_Web,2024-06-08 08:36:01.604914+11:00,1,86,9
insertValue_type_Web,2024-06-08 08:36:05.478914+11:00,1,86,9
clickButton_confirm_Web,2024-06-08 08:36:05.479914+11:00,1,86,9
clickButton_B5_Web,2024-06-08 08:36:07.706914+11:00,1,86,9
insertBoolValue_Australian_Web,2024-06-08 08:36:10.175914+11:00,1,86,9
clickButton_Button6_Web,2024-06-08 08:36:19.980914+11:00,1,86,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:36:24.891914+11:00,1,86,9
copy_B_Excel_Special_code,2024-06-08 08:36:32.405914+11:00,1,86,9
paste_Special_code_Web,2024-06-08 08:36:34.255914+11:00,1,86,9
openFile_Excel_Sheet1_data_xls,2024-06-08 08:36:34.260914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:36:38.673914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:36:50.478914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:36:57.062914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:37:04.847914+11:00,1,7,3
waitResponse_www_webpage_com_error_Web,2024-06-08 08:37:07.487914+11:00,1,7,3
goToUrl_www_webpage_com_Web,2024-06-08 08:37:15.442914+11:00,1,7,3
insertValue_username_Web,2024-06-08 08:37:17.210914+11:00,1,7,3
insertValue_password_Web,2024-06-08 08:37:28.279914+11:00,1,7,3
clickButton_confirm_Web,2024-06-08 08:37:37.047914+11:00,1,7,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:37:39.582914+11:00,1,7,3
clickButton_Button1_Web,2024-06-08 08:37:46.913914+11:00,1,7,3
clickButton_B2_Web,2024-06-08 08:37:49.777914+11:00,1,7,3
insertValue_ID_Web,2024-06-08 08:37:52.906914+11:00,1,7,3
copy_B_Excel_Special_code,2024-06-08 08:37:55.010914+11:00,1,7,3
paste_Special_code_Web,2024-06-08 08:37:57.607914+11:00,1,7,3
copy_B_Excel_Area,2024-06-08 08:38:02.091914+11:00,1,7,3
paste_Area_Web,2024-06-08 08:38:05.361914+11:00,1,7,3
clickButton_OK_Web,2024-06-08 08:38:10.079914+11:00,1,7,3
paste_Country_Web,2024-06-08 08:38:10.084914+11:00,1,86,9
goToUrl_www_webpage_com_Web,2024-06-08 08:38:12.077914+11:00,1,86,9
clickButton_Button9_Web,2024-06-08 08:38:21.520914+11:00,1,86,9
clickButton_OK_Web,2024-06-08 08:38:24.284914+11:00,1,86,9
clickButton_OK_Web,2024-06-08 08:38:24.289914+11:00,1,81,9
insertValue_name_Web,2024-06-08 08:38:24.299914+11:00,1,81,9
insertValue_surname_Web,2024-06-08 08:38:31.117914+11:00,1,81,9
insertValue_age_Web,2024-06-08 08:38:44.258914+11:00,1,81,9
insertValue_type_Web,2024-06-08 08:38:58.065914+11:00,1,81,9
clickButton_confirm_Web,2024-06-08 08:39:02.246914+11:00,1,81,9
clickButton_B4_Web,2024-06-08 08:39:06.290914+11:00,1,81,9
clickButton_Clients_Web,2024-06-08 08:39:08.674914+11:00,1,81,9
insertValue_clientID_Web,2024-06-08 08:39:12.128914+11:00,1,81,9
pressKey_Web,2024-06-08 08:39:26.280914+11:00,1,81,9
