concept:name,time:timestamp,case:concept:name,routine_type,log_number
openFile_Excel_Sheet1_data_xls,2024-06-08 08:34:25.493914+11:00,1,1,1
goToUrl_www_webpage_com_Web,2024-06-08 08:34:25.494914+11:00,1,1,1
insertValue_userID_Web,2024-06-08 08:34:25.498914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:34:25.499914+11:00,1,2,2
goToUrl_www_webpage_com_Web,2024-06-08 08:34:31.268914+11:00,1,2,2
insertValue_username_Web,2024-06-08 08:34:43.619914+11:00,1,2,2
insertValue_password_Web,2024-06-08 08:34:55.484914+11:00,1,2,2
clickButton_confirm_Web,2024-06-08 08:35:06.375914+11:00,1,2,2
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:35:08.811914+11:00,1,2,2
clickButton_Button1_Web,2024-06-08 08:35:24.607914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:35:24.612914+11:00,1,5,3
goToUrl_www_webpage_com_Web,2024-06-08 08:35:31.139914+11:00,1,5,3
insertValue_username_Web,2024-06-08 08:35:43.076914+11:00,1,5,3
insertValue_password_Web,2024-06-08 08:35:53.993914+11:00,1,5,3
clickButton_confirm_Web,2024-06-08 08:35:57.829914+11:00,1,5,3
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:36:01.105914+11:00,1,5,3
clickButton_Button1_Web,2024-06-08 08:36:13.886914+11:00,1,5,3
clickButton_B2_Web,2024-06-08 08:36:16.278914+11:00,1,5,3
insertValue_ID_Web,2024-06-08 08:36:19.612914+11:00,1,5,3
copy_B_Excel_Special_code,2024-06-08 08:36:23.633914+11:00,1,5,3
paste_Special_code_Web,2024-06-08 08:36:26.204914+11:00,1,5,3
copy_B_Excel_Area,2024-06-08 08:36:29.823914+11:00,1,5,3
paste_Area_Web,2024-06-08 08:36:32.879914+11:00,1,5,3
clickButton_OK_Web,2024-06-08 08:36:35.209914+11:00,1,5,3
clickButton_B2_Web,2024-06-08 08:36:35.214914+11:00,1,2,2
insertValue_Constant_Web,2024-06-08 08:36:39.124914+11:00,1,2,2
copy_B_Excel_Special_code,2024-06-08 08:36:41.977914+11:00,1,2,2
paste_Special_code_Web,2024-06-08 08:36:45.258914+11:00,1,2,2
copy_B_Excel_Area,2024-06-08 08:36:47.351914+11:00,1,2,2
paste_Area_Web,2024-06-08 08:36:49.555914+11:00,1,2,2
clickButton_OK_Web,2024-06-08 08:36:53.078914+11:00,1,2,2
insertValue_username_Web,2024-06-08 08:36:53.083914+11:00,1,1,1
insertValue_password_Web,2024-06-08 08:37:05.434914+11:00,1,1,1
clickButton_confirm_Web,2024-06-08 08:37:17.299914+11:00,1,1,1
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:37:20.878914+11:00,1,1,1
clickButton_Button1_Web,2024-06-08 08:37:26.058914+11:00,1,1,1
clickButton_B2_Web,2024-06-08 08:37:28.966914+11:00,1,1,1
insertValue_ID_Web,2024-06-08 08:37:32.724914+11:00,1,1,1
copy_B_Excel_Special_code,2024-06-08 08:37:34.305914+11:00,1,1,1
paste_Special_code_Web,2024-06-08 08:37:35.245914+11:00,1,1,1
copy_B_Excel_Area,2024-06-08 08:37:38.097914+11:00,1,1,1
paste_Area_Web,2024-06-08 08:37:40.925914+11:00,1,1,1
clickButton_OK_Web,2024-06-08 08:37:43.481914+11:00,1,1,1
insertValue_userID_Web,2024-06-08 08:37:43.491914+11:00,1,2,2
openFile_Excel_Sheet1_data_xls,2024-06-08 08:37:49.177914+11:00,1,2,2
goToUrl_www_webpage_com_Web,2024-06-08 08:38:03.347914+11:00,1,2,2
insertValue_username_Web,2024-06-08 08:38:13.434914+11:00,1,2,2
insertValue_password_Web,2024-06-08 08:38:16.377914+11:00,1,2,2
clickButton_confirm_Web,2024-06-08 08:38:22.992914+11:00,1,2,2
waitResponse_www_webpage_com_ok_Web,2024-06-08 08:38:26.716914+11:00,1,2,2
clickButton_Button1_Web,2024-06-08 08:38:37.028914+11:00,1,2,2
