concept:name,case:concept:name,time:timestamp
a8,1,2024-06-07 21:34:25.493914+00:00
a13,1,2024-06-07 21:34:25.494343+00:00
a29,1,2024-06-07 21:34:25.546677+00:00
a29,1,2024-07-02 19:20:33.302820+00:00
a8,1,2024-07-02 19:20:33.307820+00:00
a29,1,2024-07-02 19:20:33.325430+00:00
a13,1,2024-07-02 19:20:33.338977+00:00
a29,1,2024-07-02 19:20:38.821024+00:00
a33,1,2024-07-02 19:20:38.826024+00:00
a86,1,2024-07-02 20:18:08.394544+00:00
a30,1,2024-07-02 20:18:08.419860+00:00
a54,1,2024-07-02 20:18:09.229686+00:00
a53,1,2024-07-02 20:18:22.057128+00:00
a71,1,2024-07-02 20:18:36.274733+00:00
a56,1,2024-07-02 20:18:37.569250+00:00
a55,1,2024-07-02 20:18:40.120863+00:00
a34,1,2024-07-02 20:18:42.034202+00:00
a18,1,2024-07-02 20:18:42.039202+00:00
a28,1,2024-07-03 01:13:44.239436+00:00
a18,1,2024-07-03 01:13:44.244436+00:00
a28,1,2024-07-03 01:17:29.969965+00:00
a8,1,2024-07-03 01:17:29.979965+00:00
a13,1,2024-07-03 01:17:29.992268+00:00
a29,1,2024-07-03 01:17:30.050712+00:00
a29,1,2024-07-03 01:17:34.154081+00:00
a8,1,2024-07-03 01:17:34.159081+00:00
a29,1,2024-07-03 01:17:34.185351+00:00
a13,1,2024-07-03 01:17:34.205893+00:00
a33,1,2024-07-03 01:17:34.210893+00:00
a86,1,2024-07-03 01:17:38.692941+00:00
a30,1,2024-07-03 01:17:38.715035+00:00
a54,1,2024-07-03 01:21:33.426417+00:00
a53,1,2024-07-03 01:23:49.489561+00:00
a71,1,2024-07-03 01:28:47.418426+00:00
a56,1,2024-07-03 01:28:50.063626+00:00
a55,1,2024-07-03 01:31:42.163570+00:00
a34,1,2024-07-03 01:31:44.433397+00:00
a29,1,2024-07-03 01:31:44.438397+00:00
a18,1,2024-07-10 22:11:13.377175+00:00
a28,1,2024-07-10 22:11:19.776962+00:00
a18,1,2024-07-10 22:11:19.781962+00:00
a28,1,2024-07-10 22:11:38.724297+00:00
a8,1,2024-07-10 22:11:38.734297+00:00
a13,1,2024-07-10 22:11:38.839314+00:00
a29,1,2024-07-10 22:11:38.887945+00:00
a33,1,2024-07-10 22:11:38.892945+00:00
a86,1,2024-07-10 22:11:43.972760+00:00
a30,1,2024-07-10 22:11:43.991732+00:00
a54,1,2024-07-10 22:11:46.617241+00:00
a53,1,2024-07-10 22:11:57.345307+00:00
a8,1,2024-07-10 22:11:57.350307+00:00
a29,1,2024-07-10 22:11:57.389795+00:00
a13,1,2024-07-10 22:11:57.391062+00:00
a29,1,2024-07-10 22:12:03.086541+00:00
a18,1,2024-07-10 22:12:05.550041+00:00
a28,1,2024-07-10 22:12:11.401516+00:00
a71,1,2024-07-10 22:12:11.406516+00:00
a56,1,2024-07-10 22:12:16.504351+00:00
a55,1,2024-07-10 22:12:24.134605+00:00
a34,1,2024-07-10 22:13:15.529840+00:00
a29,1,2024-07-10 22:13:15.534840+00:00
a18,1,2024-07-10 22:13:16.755332+00:00
a28,1,2024-07-10 22:13:22.398573+00:00
