concept:name,case:concept:name,time:timestamp
a33,1,2024-06-07 21:34:25.493914+00:00
a86,1,2024-06-07 21:34:31.798133+00:00
a30,1,2024-06-07 21:34:31.811920+00:00
a54,1,2024-06-07 21:34:33.571938+00:00
a53,1,2024-06-07 21:34:42.014061+00:00
a33,1,2024-06-07 21:34:42.019061+00:00
a87,1,2024-06-07 21:34:42.024061+00:00
a88,1,2024-06-07 21:34:42.024532+00:00
a65,1,2024-06-07 21:34:51.953143+00:00
a49,1,2024-06-07 21:34:53.631708+00:00
a80,1,2024-06-07 21:34:55.826515+00:00
a8,1,2024-06-07 21:35:12.254115+00:00
a69,1,2024-06-07 21:35:14.447165+00:00
a86,1,2024-06-07 21:35:14.452165+00:00
a30,1,2024-06-07 21:35:14.477481+00:00
a54,1,2024-06-07 21:35:15.287307+00:00
a53,1,2024-06-07 21:35:28.114749+00:00
a71,1,2024-06-07 21:35:42.332354+00:00
a56,1,2024-06-07 21:35:43.626871+00:00
a55,1,2024-06-07 21:35:46.178484+00:00
a34,1,2024-06-07 21:35:48.091823+00:00
a71,1,2024-06-07 21:35:48.096823+00:00
a33,1,2024-06-07 21:35:48.106823+00:00
a86,1,2024-06-07 21:35:52.588871+00:00
a33,1,2024-06-07 21:35:52.593871+00:00
a86,1,2024-06-07 21:35:56.431884+00:00
a30,1,2024-06-07 21:35:56.453887+00:00
a87,1,2024-06-07 21:35:56.458887+00:00
a88,1,2024-06-07 21:35:56.458953+00:00
a65,1,2024-06-07 21:35:58.131570+00:00
a49,1,2024-06-07 21:35:59.765498+00:00
a80,1,2024-06-07 21:36:01.691874+00:00
a8,1,2024-06-07 21:36:15.151244+00:00
a69,1,2024-06-07 21:36:17.557548+00:00
a54,1,2024-06-07 21:36:17.562548+00:00
a53,1,2024-06-07 21:36:24.939855+00:00
a71,1,2024-06-07 21:44:10.643686+00:00
a30,1,2024-06-07 21:44:10.648686+00:00
a54,1,2024-06-07 21:48:05.360068+00:00
a53,1,2024-06-07 21:50:21.423212+00:00
a71,1,2024-06-07 21:55:19.352077+00:00
a56,1,2024-06-07 21:55:21.997277+00:00
a55,1,2024-06-07 21:58:14.097221+00:00
a34,1,2024-06-07 21:58:16.367048+00:00
a87,1,2024-06-07 21:58:16.377048+00:00
a88,1,2024-06-07 21:58:16.377131+00:00
a33,1,2024-06-07 21:58:16.382131+00:00
a86,1,2024-06-07 21:58:21.520022+00:00
a30,1,2024-06-07 21:58:21.541043+00:00
a54,1,2024-06-07 22:05:04.852144+00:00
a53,1,2024-06-07 22:05:20.909766+00:00
