concept:name,case:concept:name,time:timestamp
a77,1,2024-06-07 21:34:25.493914+00:00
a77,1,2024-06-07 21:34:46.924796+00:00
a29,1,2024-06-07 21:34:46.929796+00:00
a20,1,2024-06-07 21:34:58.447303+00:00
a19,1,2024-06-07 21:35:02.117721+00:00
a38,1,2024-06-07 21:35:02.341322+00:00
a77,1,2024-06-07 21:35:02.346322+00:00
a77,1,2024-06-07 21:35:42.368536+00:00
a77,1,2024-06-07 21:36:11.175580+00:00
a77,1,2024-06-07 21:36:11.284551+00:00
a77,1,2024-06-07 21:36:11.411090+00:00
a77,1,2024-06-07 21:36:11.523444+00:00
a77,1,2024-06-07 21:37:14.616016+00:00
a37,1,2024-06-07 21:37:14.621016+00:00
a85,1,2024-06-07 21:37:25.144811+00:00
a85,1,2024-06-07 21:37:31.460254+00:00
a8,1,2024-06-07 21:37:32.781922+00:00
a51,1,2024-06-07 21:37:32.983887+00:00
a77,1,2024-06-07 21:37:32.988887+00:00
a77,1,2024-06-07 21:37:32.991285+00:00
a77,1,2024-06-07 21:38:05.466230+00:00
a77,1,2024-06-07 21:38:05.467430+00:00
a29,1,2024-06-07 21:38:05.477430+00:00
a77,1,2024-06-07 21:38:05.482430+00:00
a77,1,2024-06-07 21:38:08.010510+00:00
a77,1,2024-06-07 21:38:13.331069+00:00
a77,1,2024-06-07 21:38:13.336069+00:00
a77,1,2024-06-07 21:38:14.574295+00:00
a77,1,2024-06-07 21:38:17.526847+00:00
a77,1,2024-06-07 21:38:17.550521+00:00
a77,1,2024-06-07 21:38:17.591662+00:00
a77,1,2024-06-07 21:38:17.632097+00:00
a77,1,2024-06-07 21:38:44.735749+00:00
a77,1,2024-06-07 21:38:44.740749+00:00
a77,1,2024-06-07 21:39:15.672626+00:00
a77,1,2024-06-07 21:39:15.673126+00:00
a20,1,2024-06-07 21:39:15.678126+00:00
a19,1,2024-06-07 21:39:18.201176+00:00
a38,1,2024-06-07 21:39:18.390718+00:00
a37,1,2024-06-07 21:39:21.530261+00:00
a85,1,2024-06-07 21:39:28.057076+00:00
a85,1,2024-06-07 21:39:34.904853+00:00
a8,1,2024-06-07 21:39:35.177038+00:00
a51,1,2024-06-07 21:39:35.449004+00:00
a77,1,2024-06-07 21:39:35.459004+00:00
a77,1,2024-06-07 21:39:39.076903+00:00
a77,1,2024-06-07 21:39:59.594901+00:00
a77,1,2024-06-07 21:39:59.599901+00:00
a29,1,2024-06-07 21:39:59.604901+00:00
a20,1,2024-06-07 21:40:06.731646+00:00
a19,1,2024-06-07 21:40:11.070451+00:00
a38,1,2024-06-07 21:40:11.773240+00:00
a37,1,2024-06-07 21:40:27.167594+00:00
a85,1,2024-06-07 21:40:29.297129+00:00
a85,1,2024-06-07 21:40:34.749470+00:00
a8,1,2024-06-07 21:40:39.603884+00:00
a51,1,2024-06-07 21:40:39.889546+00:00
a77,1,2024-06-07 21:40:39.894546+00:00
a77,1,2024-06-07 21:40:49.802820+00:00
a77,1,2024-06-07 21:40:49.826874+00:00
a77,1,2024-06-07 21:40:49.840519+00:00
a77,1,2024-06-07 21:40:49.841176+00:00
a77,1,2024-06-07 21:41:03.337499+00:00
a77,1,2024-06-07 21:41:03.342499+00:00
a77,1,2024-06-07 21:41:13.190006+00:00
a77,1,2024-06-07 21:41:13.215342+00:00
a77,1,2024-06-07 21:41:13.225342+00:00
a77,1,2024-06-07 21:41:14.794988+00:00
a77,1,2024-06-07 21:42:01.286737+00:00
a77,1,2024-06-07 21:42:01.291737+00:00
a77,1,2024-06-07 21:42:02.311598+00:00
a29,1,2024-06-07 21:42:02.316598+00:00
a20,1,2024-06-07 21:42:08.842569+00:00
a19,1,2024-06-07 21:42:11.445984+00:00
a38,1,2024-06-07 21:42:11.583401+00:00
a37,1,2024-06-07 21:42:14.131711+00:00
a85,1,2024-06-07 22:19:45.722254+00:00
a85,1,2024-06-07 22:20:02.032369+00:00
a8,1,2024-06-07 22:20:04.527780+00:00
a51,1,2024-06-07 22:20:04.639423+00:00
a77,1,2024-06-07 22:20:04.644423+00:00
a77,1,2024-06-07 22:20:04.662651+00:00
a77,1,2024-06-07 22:20:10.557448+00:00
a77,1,2024-06-07 22:20:10.588418+00:00
a77,1,2024-06-07 22:20:10.593418+00:00
a77,1,2024-06-07 22:20:10.611544+00:00
a77,1,2024-06-07 22:20:10.618999+00:00
a77,1,2024-06-07 22:20:16.623742+00:00
a29,1,2024-06-07 22:20:16.633742+00:00
a20,1,2024-06-07 22:20:27.224735+00:00
a19,1,2024-06-07 22:20:29.663532+00:00
a38,1,2024-06-07 22:20:29.761238+00:00
a37,1,2024-06-07 22:20:49.632073+00:00
a77,1,2024-06-07 22:20:49.637073+00:00
a77,1,2024-06-07 22:20:54.138724+00:00
a77,1,2024-06-07 22:21:04.885829+00:00
a77,1,2024-06-07 22:21:04.934498+00:00
a77,1,2024-06-07 22:21:04.985962+00:00
a77,1,2024-06-07 22:21:04.990962+00:00
a77,1,2024-06-07 22:21:07.643114+00:00
a77,1,2024-06-07 22:21:09.718873+00:00
a77,1,2024-06-07 22:21:09.742789+00:00
a77,1,2024-06-07 22:21:15.039868+00:00
a77,1,2024-06-07 22:21:15.070792+00:00
a77,1,2024-06-07 22:21:15.075792+00:00
a77,1,2024-06-07 22:22:25.149223+00:00
a85,1,2024-06-07 22:22:25.154223+00:00
a85,1,2024-06-07 22:22:27.552869+00:00
a8,1,2024-06-07 22:22:28.799091+00:00
a51,1,2024-06-07 22:22:28.853096+00:00
a77,1,2024-06-07 22:22:28.863096+00:00
a77,1,2024-06-07 22:22:28.868096+00:00
a77,1,2024-06-07 22:22:29.779135+00:00
a77,1,2024-06-07 22:22:31.735614+00:00
a29,1,2024-06-07 22:22:31.740614+00:00
a20,1,2024-06-07 22:22:35.148538+00:00
a19,1,2024-06-07 22:22:37.608871+00:00
a38,1,2024-06-07 22:22:37.822435+00:00
a37,1,2024-06-07 22:22:39.623126+00:00
a85,1,2024-06-07 22:22:42.555740+00:00
a85,1,2024-06-07 22:22:45.118150+00:00
a8,1,2024-06-07 22:22:47.833363+00:00
