concept:name,case:concept:name,time:timestamp
a74,1,2024-06-07 21:34:25.493914+00:00
a46,1,2024-06-07 21:34:27.014129+00:00
a89,1,2024-06-07 21:34:28.056247+00:00
a31,1,2024-06-07 21:35:38.191172+00:00
a54,1,2024-06-07 21:35:43.064134+00:00
a71,1,2024-06-07 21:35:49.402686+00:00
a56,1,2024-06-07 21:35:51.203187+00:00
a29,1,2024-06-07 21:35:51.208187+00:00
a20,1,2024-06-07 21:36:24.559345+00:00
a37,1,2024-06-07 21:36:27.704900+00:00
a85,1,2024-06-07 21:36:32.220414+00:00
a74,1,2024-06-07 21:36:32.225414+00:00
a46,1,2024-06-07 21:36:35.953922+00:00
a89,1,2024-06-07 21:36:37.038079+00:00
a54,1,2024-06-07 21:36:49.720289+00:00
a71,1,2024-06-07 21:37:14.113913+00:00
a56,1,2024-06-07 21:37:18.725373+00:00
a55,1,2024-06-07 21:37:23.756401+00:00
a34,1,2024-06-07 21:37:25.528123+00:00
a81,1,2024-06-07 21:37:26.772964+00:00
a85,1,2024-06-07 21:37:26.777964+00:00
a8,1,2024-06-07 21:37:27.445474+00:00
a51,1,2024-06-07 21:37:27.775703+00:00
a55,1,2024-06-07 21:37:27.780703+00:00
a34,1,2024-06-07 21:37:30.092895+00:00
a81,1,2024-06-07 21:37:31.467488+00:00
a29,1,2024-06-07 21:37:31.477488+00:00
a20,1,2024-06-07 21:39:07.830203+00:00
a74,1,2024-06-07 21:39:07.835203+00:00
a46,1,2024-06-07 21:39:09.552818+00:00
a89,1,2024-06-07 21:39:10.634958+00:00
a31,1,2024-06-07 21:39:25.455640+00:00
a54,1,2024-06-07 21:44:45.865254+00:00
a74,1,2024-06-07 21:44:45.870254+00:00
a46,1,2024-06-07 21:44:51.879759+00:00
a89,1,2024-06-07 21:44:52.971482+00:00
a54,1,2024-06-07 21:45:17.487198+00:00
a71,1,2024-06-07 21:45:25.311726+00:00
a56,1,2024-06-07 21:45:58.474472+00:00
a55,1,2024-06-07 21:45:59.621014+00:00
a34,1,2024-06-07 21:46:04.450254+00:00
a81,1,2024-06-07 21:46:08.360292+00:00
a71,1,2024-06-07 21:46:08.365292+00:00
a56,1,2024-06-07 21:46:15.231092+00:00
a55,1,2024-06-07 21:46:20.976550+00:00
a34,1,2024-06-07 21:46:24.966110+00:00
a81,1,2024-06-07 21:46:33.224867+00:00
a37,1,2024-06-07 21:46:33.229867+00:00
a85,1,2024-06-07 21:46:36.569433+00:00
a85,1,2024-06-07 21:46:45.905549+00:00
a8,1,2024-06-07 21:46:47.494337+00:00
a51,1,2024-06-07 21:46:48.378994+00:00
a74,1,2024-06-07 21:46:48.388994+00:00
a46,1,2024-06-07 21:46:49.909209+00:00
a89,1,2024-06-07 21:46:50.951327+00:00
a31,1,2024-06-07 21:48:01.086252+00:00
a54,1,2024-06-07 21:48:05.959214+00:00
a71,1,2024-06-07 21:48:12.297766+00:00
a56,1,2024-06-07 21:48:14.098267+00:00
a55,1,2024-06-07 21:48:15.143679+00:00
a74,1,2024-06-07 21:48:15.148679+00:00
a46,1,2024-06-07 21:48:18.877187+00:00
a29,1,2024-06-07 21:48:18.882187+00:00
a20,1,2024-06-07 21:48:21.756973+00:00
a37,1,2025-03-04 17:16:33.429675+00:00
a85,1,2025-03-04 17:16:35.075850+00:00
a85,1,2025-03-04 17:16:37.532612+00:00
a8,1,2025-03-04 17:16:38.797268+00:00
a51,1,2025-03-04 17:16:38.882139+00:00
a89,1,2025-03-04 17:16:38.887139+00:00
a54,1,2025-03-04 17:16:51.569349+00:00
a71,1,2025-03-04 17:17:15.962973+00:00
a56,1,2025-03-04 17:17:20.574433+00:00
a55,1,2025-03-04 17:17:25.605461+00:00
a34,1,2025-03-04 17:17:27.377183+00:00
a81,1,2025-03-04 17:17:28.622024+00:00
a34,1,2025-03-04 17:17:28.627024+00:00
a81,1,2025-03-04 17:17:30.001617+00:00
a29,1,2025-03-04 17:17:30.011617+00:00
a20,1,2025-03-04 17:18:11.358646+00:00
a37,1,2025-03-04 17:18:13.881530+00:00
a85,1,2025-03-04 17:18:18.588218+00:00
a85,1,2025-03-04 17:18:36.857833+00:00
a74,1,2025-03-04 17:18:36.862833+00:00
a46,1,2025-03-04 17:18:42.872338+00:00
a74,1,2025-03-04 17:18:42.877338+00:00
